,datetimehourly,weathertype
995,1/13/17 15:00,1
996,1/13/17 16:00,1
997,1/13/17 17:00,1
998,1/13/17 18:00,1
999,1/13/17 19:00,1
1000,1/13/17 20:00,1
1001,1/13/17 21:00,1
1002,1/13/17 22:00,1
1003,1/13/17 23:00,1
1004,1/14/17 0:00,1
1005,1/14/17 1:00,1
1006,1/14/17 2:00,1
1007,1/14/17 3:00,1
1008,1/14/17 4:00,1
1009,1/14/17 5:00,1
1010,1/14/17 6:00,1
1011,1/14/17 7:00,1
1012,1/14/17 8:00,1
1013,1/14/17 9:00,1
1014,1/14/17 10:00,1
1015,1/14/17 11:00,1
1016,1/14/17 12:00,1
1017,1/14/17 13:00,1
1018,1/14/17 14:00,1
1019,1/14/17 15:00,1
1020,1/14/17 16:00,1
1021,1/14/17 17:00,1
1022,1/14/17 18:00,1
1023,1/14/17 19:00,1
1024,1/14/17 20:00,1
1025,1/14/17 21:00,1
1026,1/14/17 22:00,1
1027,1/14/17 23:00,1
1028,1/15/17 0:00,1
1029,1/15/17 1:00,1
1030,1/15/17 2:00,1
1031,1/15/17 3:00,1
1032,1/15/17 4:00,1
1033,1/15/17 5:00,1
1034,1/15/17 6:00,1
1035,1/15/17 7:00,1
1036,1/15/17 8:00,1
1037,1/15/17 9:00,1
1038,1/15/17 10:00,1
1039,1/15/17 11:00,1
1040,1/15/17 12:00,1
1041,1/15/17 13:00,1
1042,1/15/17 14:00,1
1043,1/15/17 15:00,1
1044,1/15/17 16:00,1
1045,1/15/17 17:00,1
1046,1/15/17 18:00,1
1047,1/15/17 19:00,1
1048,1/15/17 20:00,1
1049,1/15/17 21:00,1
1050,1/15/17 22:00,1
1051,1/15/17 23:00,1
1052,1/16/17 0:00,1
1053,1/16/17 1:00,1
1054,1/16/17 2:00,1
1055,1/16/17 3:00,1
1056,1/16/17 4:00,1
1057,1/16/17 5:00,1
1058,1/16/17 6:00,1
1059,1/16/17 7:00,1
1060,1/16/17 8:00,1
1061,1/16/17 9:00,1
1062,1/16/17 10:00,1
1063,1/16/17 11:00,1
1064,1/16/17 12:00,1
1065,1/16/17 13:00,1
1066,1/16/17 14:00,1
1067,1/16/17 15:00,1
1068,1/16/17 16:00,1
1069,1/16/17 17:00,1
1070,1/16/17 18:00,1
1071,1/16/17 19:00,1
1072,1/16/17 20:00,1
1073,1/16/17 21:00,1
1074,1/16/17 22:00,1
1075,1/16/17 23:00,1
1076,1/17/17 0:00,1
1077,1/17/17 1:00,1
1078,1/17/17 2:00,1
1079,1/17/17 4:00,1
1080,1/17/17 5:00,1
1081,1/17/17 6:00,1
1082,1/17/17 7:00,1
1083,1/17/17 8:00,1
1084,1/17/17 9:00,1
1085,1/17/17 10:00,1
1086,1/17/17 11:00,1
1087,1/17/17 12:00,1
1088,1/17/17 13:00,1
1089,1/17/17 14:00,1
1090,1/17/17 15:00,1
1091,1/17/17 16:00,1
1092,1/17/17 17:00,1
1093,1/17/17 18:00,1
1094,1/17/17 19:00,1
1095,1/17/17 20:00,1
1096,1/17/17 21:00,1
1097,1/17/17 22:00,1
1098,1/17/17 23:00,1
1099,1/18/17 0:00,1
1100,1/18/17 1:00,1
1101,1/18/17 2:00,1
1102,1/18/17 3:00,1
1103,1/18/17 4:00,1
1104,1/18/17 5:00,1
1105,1/18/17 6:00,1
1106,1/18/17 7:00,1
1107,1/18/17 8:00,1
1108,1/18/17 9:00,1
1109,1/18/17 10:00,1
1110,1/18/17 11:00,1
1111,1/18/17 12:00,1
1112,1/18/17 13:00,1
1113,1/18/17 14:00,1
1114,1/18/17 15:00,1
1115,1/18/17 16:00,1
1116,1/18/17 17:00,1
1117,1/18/17 18:00,1
1118,1/18/17 19:00,1
1119,1/18/17 20:00,1
1120,1/18/17 21:00,1
1121,1/18/17 22:00,1
1122,1/18/17 23:00,1
1123,1/19/17 0:00,1
1124,1/19/17 1:00,1
1125,1/19/17 2:00,1
1126,1/19/17 3:00,1
1127,1/19/17 4:00,1
1128,1/19/17 5:00,1
1129,1/19/17 6:00,1
1130,1/19/17 7:00,1
1131,1/19/17 8:00,1
1132,1/19/17 9:00,1
1133,1/19/17 10:00,1
1134,1/19/17 11:00,1
1135,1/19/17 12:00,1
1136,1/19/17 13:00,1
1137,1/19/17 14:00,1
1138,1/19/17 15:00,1
1139,1/19/17 16:00,1
1140,1/19/17 17:00,1
1141,1/19/17 18:00,1
1142,1/19/17 19:00,1
1143,1/19/17 20:00,1
1144,1/19/17 21:00,1
1145,1/19/17 22:00,1
1146,1/19/17 23:00,1
1147,1/20/17 0:00,1
1148,1/20/17 1:00,1
1149,1/20/17 2:00,1
1150,1/20/17 3:00,1
1151,1/20/17 4:00,1
1152,1/20/17 5:00,1
1153,1/20/17 6:00,1
1154,1/20/17 7:00,1
1155,1/20/17 8:00,1
1156,1/20/17 9:00,1
1157,1/20/17 10:00,1
1158,1/20/17 11:00,1
1159,1/20/17 12:00,1
1160,1/20/17 13:00,1
1161,1/20/17 14:00,1
1162,1/20/17 15:00,1
1163,1/20/17 16:00,1
1164,1/20/17 17:00,1
1165,1/20/17 18:00,1
1166,1/20/17 19:00,1
1167,1/20/17 20:00,1
1168,1/20/17 21:00,1
1169,1/20/17 22:00,1
1170,1/20/17 23:00,1
1171,1/21/17 0:00,1
1172,1/21/17 1:00,1
1173,1/21/17 2:00,1
1174,1/21/17 3:00,1
1175,1/21/17 4:00,1
1176,1/21/17 5:00,1
1177,1/21/17 6:00,1
1178,1/21/17 7:00,1
1179,1/21/17 8:00,1
1180,1/21/17 9:00,1
1181,1/21/17 10:00,1
1182,1/21/17 11:00,1
1183,1/21/17 12:00,1
1184,1/21/17 13:00,1
1185,1/21/17 14:00,1
1186,1/21/17 15:00,1
1187,1/21/17 16:00,1
1188,1/21/17 17:00,1
1189,1/21/17 18:00,1
1190,1/21/17 19:00,1
1191,1/21/17 20:00,1
1192,1/21/17 21:00,1
1193,1/21/17 22:00,1
1194,1/21/17 23:00,1
1195,1/22/17 0:00,1
1196,1/22/17 1:00,1
1197,1/22/17 2:00,1
1198,1/22/17 3:00,1
1199,1/22/17 4:00,1
1200,1/22/17 5:00,1
1201,1/22/17 6:00,1
1202,1/22/17 7:00,1
1203,1/22/17 8:00,1
1204,1/22/17 9:00,1
1205,1/22/17 10:00,1
1206,1/22/17 11:00,1
1207,1/22/17 12:00,1
1208,1/22/17 13:00,1
1209,1/22/17 14:00,1
1210,1/22/17 15:00,1
1211,1/22/17 16:00,1
1212,1/22/17 17:00,1
1213,1/22/17 18:00,1
1214,1/22/17 19:00,1
1215,1/22/17 20:00,1
1216,1/22/17 21:00,1
1217,1/22/17 22:00,1
1218,1/22/17 23:00,1
1219,1/23/17 0:00,1
1220,1/23/17 1:00,1
1221,1/23/17 2:00,1
1222,1/23/17 3:00,1
1223,1/23/17 4:00,1
1224,1/23/17 5:00,1
1225,1/23/17 6:00,1
1226,1/23/17 7:00,1
1227,1/23/17 8:00,1
1228,1/23/17 9:00,1
1229,1/23/17 10:00,1
1230,1/23/17 11:00,1
1231,1/23/17 12:00,1
1232,1/23/17 13:00,1
1233,1/23/17 14:00,1
1234,1/23/17 15:00,1
1235,1/23/17 16:00,1
1236,1/23/17 17:00,1
1237,1/23/17 18:00,1
1238,1/23/17 19:00,1
1239,1/23/17 20:00,1
1240,1/23/17 21:00,1
1241,1/23/17 22:00,1
1242,1/23/17 23:00,1
1243,1/24/17 0:00,1
1244,1/24/17 1:00,1
1245,1/24/17 2:00,1
1246,1/24/17 3:00,1
1247,1/24/17 4:00,1
1248,1/24/17 5:00,1
1249,1/24/17 6:00,1
1250,1/24/17 7:00,1
1251,1/24/17 8:00,1
1252,1/24/17 9:00,1
1253,1/24/17 10:00,1
1254,1/24/17 11:00,1
1255,1/24/17 12:00,1
1256,1/24/17 13:00,1
1257,1/24/17 14:00,1
1258,1/24/17 15:00,1
1259,1/24/17 16:00,1
1260,1/24/17 17:00,1
1261,1/24/17 18:00,1
1262,1/24/17 19:00,1
1263,1/24/17 20:00,1
1264,1/24/17 21:00,1
1265,1/24/17 22:00,1
1266,1/24/17 23:00,1
1267,1/25/17 0:00,1
1268,1/25/17 1:00,1
1269,1/25/17 2:00,1
1270,1/25/17 3:00,1
1271,1/25/17 4:00,1
1272,1/25/17 5:00,1
1273,1/25/17 6:00,1
1274,1/25/17 7:00,1
1275,1/25/17 8:00,1
1276,1/25/17 9:00,1
1277,1/25/17 10:00,1
1278,1/25/17 11:00,1
1279,1/25/17 12:00,1
1280,1/25/17 13:00,1
1281,1/25/17 14:00,1
1282,1/25/17 15:00,1
1283,1/25/17 16:00,1
1284,1/25/17 17:00,1
1285,1/25/17 18:00,1
1286,1/25/17 19:00,1
1287,1/25/17 20:00,1
1288,1/25/17 21:00,1
1289,1/25/17 22:00,1
1290,1/25/17 23:00,1
1291,1/26/17 0:00,1
1292,1/26/17 1:00,1
1293,1/26/17 2:00,1
1294,1/26/17 3:00,1
1295,1/26/17 4:00,1
1296,1/26/17 5:00,1
1297,1/26/17 6:00,1
1298,1/26/17 7:00,1
1299,1/26/17 8:00,1
1300,1/26/17 9:00,1
1301,1/26/17 10:00,1
1302,1/26/17 11:00,1
1303,1/26/17 12:00,1
1304,1/26/17 13:00,1
1305,1/26/17 14:00,1
1306,1/26/17 15:00,1
1307,1/26/17 16:00,1
1308,1/26/17 17:00,1
1309,1/26/17 18:00,1
1310,1/26/17 19:00,1
1311,1/26/17 20:00,1
1312,1/26/17 21:00,1
1313,1/26/17 22:00,1
1314,1/26/17 23:00,1
1315,1/27/17 0:00,1
1316,1/27/17 1:00,1
1317,1/27/17 2:00,1
1318,1/27/17 3:00,1
1319,1/27/17 4:00,1
1320,1/27/17 5:00,1
1321,1/27/17 6:00,1
1322,1/27/17 7:00,1
1323,1/27/17 8:00,1
1324,1/27/17 9:00,1
1325,1/27/17 10:00,1
1326,1/27/17 11:00,1
1327,1/27/17 12:00,1
1328,1/27/17 13:00,1
1329,1/27/17 14:00,1
1330,1/27/17 15:00,1
1331,1/27/17 16:00,1
1332,1/27/17 17:00,1
1333,1/27/17 18:00,1
1334,1/27/17 19:00,1
1335,1/27/17 20:00,1
1336,1/27/17 21:00,1
1337,1/27/17 22:00,1
1338,1/27/17 23:00,1
1339,1/28/17 0:00,1
1340,1/28/17 1:00,1
1341,1/28/17 2:00,1
1342,1/28/17 3:00,1
1343,1/28/17 4:00,1
1344,1/28/17 5:00,1
1345,1/28/17 6:00,1
1346,1/28/17 7:00,1
1347,1/28/17 8:00,1
1348,1/28/17 9:00,1
1349,1/28/17 10:00,1
1350,1/28/17 11:00,1
1351,1/28/17 12:00,1
1352,1/28/17 13:00,1
1353,1/28/17 14:00,1
1354,1/28/17 15:00,1
1355,1/28/17 16:00,1
1356,1/28/17 17:00,1
1357,1/28/17 18:00,1
1358,1/28/17 19:00,1
1359,1/28/17 20:00,1
1360,1/28/17 21:00,1
1361,1/28/17 22:00,1
1362,1/28/17 23:00,1
1363,1/29/17 0:00,1
1364,1/29/17 1:00,1
1365,1/29/17 2:00,1
1366,1/29/17 3:00,1
1367,1/29/17 4:00,1
1368,1/29/17 5:00,1
1369,1/29/17 6:00,1
1370,1/29/17 7:00,1
1371,1/29/17 8:00,1
1372,1/29/17 9:00,1
1373,1/29/17 10:00,1
1374,1/29/17 11:00,1
1375,1/29/17 12:00,1
1376,1/29/17 13:00,1
1377,1/29/17 14:00,1
1378,1/29/17 15:00,1
1379,1/29/17 16:00,1
1380,1/29/17 17:00,1
1381,1/29/17 18:00,1
1382,1/29/17 19:00,1
1383,1/29/17 20:00,1
1384,1/29/17 21:00,1
1385,1/29/17 22:00,1
1386,1/29/17 23:00,1
1387,1/30/17 0:00,1
1388,1/30/17 1:00,1
1389,1/30/17 2:00,1
1390,1/30/17 3:00,1
1391,1/30/17 4:00,1
1392,1/30/17 5:00,1
1393,1/30/17 6:00,1
1394,1/30/17 7:00,1
1395,1/30/17 8:00,1
1396,1/30/17 9:00,1
1397,1/30/17 10:00,1
1398,1/30/17 11:00,1
1399,1/30/17 12:00,1
1400,1/30/17 13:00,1
1401,1/30/17 14:00,1
1402,1/30/17 15:00,1
1403,1/30/17 16:00,1
1404,1/30/17 17:00,1
1405,1/30/17 18:00,1
1406,1/30/17 19:00,1
1407,1/30/17 20:00,1
1408,1/30/17 21:00,1
1409,1/30/17 22:00,1
1410,1/30/17 23:00,1
1411,1/31/17 0:00,1
1412,1/31/17 1:00,1
1413,1/31/17 2:00,1
1414,1/31/17 3:00,1
1415,1/31/17 4:00,1
1416,1/31/17 5:00,1
1417,1/31/17 6:00,1
1418,1/31/17 7:00,1
1419,1/31/17 8:00,1
1420,1/31/17 9:00,1
1421,1/31/17 10:00,1
1422,1/31/17 11:00,1
1423,1/31/17 12:00,1
1424,1/31/17 13:00,1
1425,1/31/17 14:00,1
1426,1/31/17 15:00,1
1427,1/31/17 16:00,1
1428,1/31/17 17:00,1
1429,1/31/17 18:00,1
1430,1/31/17 19:00,1
1431,1/31/17 20:00,1
1432,1/31/17 21:00,1
1433,1/31/17 22:00,1
1434,1/31/17 23:00,1
1435,2/1/17 0:00,1
1436,2/1/17 1:00,1
1437,2/1/17 2:00,1
1438,2/1/17 3:00,1
1439,2/1/17 4:00,1
1440,2/1/17 5:00,1
1441,2/1/17 6:00,1
1442,2/1/17 7:00,1
1443,2/1/17 8:00,1
1444,2/1/17 9:00,1
1445,2/1/17 10:00,1
1446,2/1/17 11:00,1
1447,2/1/17 12:00,1
1448,2/1/17 13:00,1
1449,2/1/17 14:00,1
1450,2/1/17 15:00,1
1451,2/1/17 16:00,1
1452,2/1/17 17:00,1
1453,2/1/17 18:00,1
1454,2/1/17 19:00,1
1455,2/1/17 20:00,1
1456,2/1/17 21:00,1
1457,2/1/17 22:00,1
1458,2/1/17 23:00,1
1459,2/2/17 0:00,1
1460,2/2/17 1:00,1
1461,2/2/17 2:00,1
1462,2/2/17 3:00,1
1463,2/2/17 4:00,1
1464,2/2/17 5:00,1
1465,2/2/17 6:00,1
1466,2/2/17 7:00,1
1467,2/2/17 8:00,1
1468,2/2/17 9:00,1
1469,2/2/17 10:00,1
1470,2/2/17 11:00,1
1471,2/2/17 12:00,1
1472,2/2/17 13:00,1
1473,2/2/17 14:00,1
1474,2/2/17 15:00,1
1475,2/2/17 16:00,1
1476,2/2/17 17:00,1
1477,2/2/17 18:00,1
1478,2/2/17 19:00,1
1479,2/2/17 20:00,1
1480,2/2/17 21:00,1
1481,2/2/17 22:00,1
1482,2/2/17 23:00,1
1483,2/3/17 0:00,1
1484,2/3/17 1:00,1
1485,2/3/17 2:00,1
1486,2/3/17 3:00,1
1487,2/3/17 4:00,1
1488,2/3/17 5:00,1
1489,2/3/17 6:00,1
1490,2/3/17 7:00,1
1491,2/3/17 8:00,1
1492,2/3/17 9:00,1
1493,2/3/17 10:00,1
1494,2/3/17 11:00,1
1495,2/3/17 12:00,1
1496,2/3/17 13:00,1
1497,2/3/17 14:00,1
1498,2/3/17 15:00,1
1499,2/3/17 16:00,1
1500,2/3/17 17:00,1
1501,2/3/17 18:00,1
1502,2/3/17 19:00,1
1503,2/3/17 20:00,1
1504,2/3/17 21:00,1
1505,2/3/17 22:00,1
1506,2/3/17 23:00,1
1507,2/4/17 0:00,1
1508,2/4/17 1:00,1
1509,2/4/17 2:00,1
1510,2/4/17 3:00,1
1511,2/4/17 4:00,1
1512,2/4/17 5:00,1
1513,2/4/17 6:00,1
1514,2/4/17 7:00,1
1515,2/4/17 8:00,1
1516,2/4/17 9:00,1
1517,2/4/17 10:00,1
1518,2/4/17 11:00,1
1519,2/4/17 12:00,1
1520,2/4/17 13:00,1
1521,2/4/17 14:00,1
1522,2/4/17 15:00,1
1523,2/4/17 16:00,1
1524,2/4/17 17:00,1
1525,2/4/17 18:00,1
1526,2/4/17 19:00,1
1527,2/4/17 20:00,1
1528,2/4/17 21:00,1
1529,2/4/17 22:00,1
1530,2/4/17 23:00,1
1531,2/5/17 0:00,1
1532,2/5/17 1:00,1
1533,2/5/17 2:00,1
1534,2/5/17 3:00,1
1535,2/5/17 4:00,1
1536,2/5/17 5:00,1
1537,2/5/17 6:00,1
1538,2/5/17 7:00,1
1539,2/5/17 8:00,1
1540,2/5/17 9:00,1
1541,2/5/17 10:00,1
1542,2/5/17 11:00,1
1543,2/5/17 12:00,1
1544,2/5/17 13:00,1
1545,2/5/17 14:00,1
1546,2/5/17 15:00,1
1547,2/5/17 16:00,1
1548,2/5/17 17:00,1
1549,2/5/17 18:00,1
1550,2/5/17 19:00,1
1551,2/5/17 20:00,1
1552,2/5/17 21:00,1
1553,2/5/17 22:00,1
1554,2/5/17 23:00,1
1555,2/6/17 0:00,1
1556,2/6/17 1:00,1
1557,2/6/17 2:00,1
1558,2/6/17 4:00,1
1559,2/6/17 5:00,1
1560,2/6/17 6:00,1
1561,2/6/17 7:00,1
1562,2/6/17 8:00,1
1563,2/6/17 9:00,1
1564,2/6/17 10:00,1
1565,2/6/17 11:00,1
1566,2/6/17 12:00,1
1567,2/6/17 13:00,1
1568,2/6/17 14:00,1
1569,2/6/17 15:00,1
1570,2/6/17 16:00,1
1571,2/6/17 17:00,1
1572,2/6/17 18:00,1
1573,2/6/17 19:00,1
1574,2/6/17 20:00,1
1575,2/6/17 21:00,1
1576,2/6/17 22:00,1
1577,2/6/17 23:00,1
1578,2/7/17 0:00,1
1579,2/7/17 1:00,1
1580,2/7/17 2:00,1
1581,2/7/17 3:00,1
1582,2/7/17 4:00,1
1583,2/7/17 5:00,1
1584,2/7/17 6:00,1
1585,2/7/17 7:00,1
1586,2/7/17 8:00,1
1587,2/7/17 9:00,1
1588,2/7/17 10:00,1
1589,2/7/17 11:00,1
1590,2/7/17 12:00,1
1591,2/7/17 13:00,1
1592,2/7/17 14:00,1
1593,2/7/17 15:00,1
1594,2/7/17 16:00,1
1595,2/7/17 17:00,1
1596,2/7/17 18:00,1
1597,2/7/17 19:00,1
1598,2/7/17 20:00,1
1599,2/7/17 21:00,1
1600,2/7/17 22:00,1
1601,2/7/17 23:00,1
1602,2/8/17 0:00,1
1603,2/8/17 1:00,1
1604,2/8/17 2:00,1
1605,2/8/17 3:00,1
1606,2/8/17 4:00,1
1607,2/8/17 5:00,1
1608,2/8/17 6:00,1
1609,2/8/17 7:00,1
1610,2/8/17 8:00,1
1611,2/8/17 9:00,1
1612,2/8/17 10:00,1
1613,2/8/17 11:00,1
1614,2/8/17 12:00,1
1615,2/8/17 13:00,1
1616,2/8/17 14:00,1
1617,2/8/17 15:00,1
1618,2/8/17 16:00,1
1619,2/8/17 17:00,1
1620,2/8/17 18:00,1
1621,2/8/17 19:00,1
1622,2/8/17 20:00,1
1623,2/8/17 21:00,1
1624,2/8/17 22:00,1
1625,2/8/17 23:00,1
1626,2/9/17 0:00,1
1627,2/9/17 1:00,1
1628,2/9/17 2:00,1
1629,2/9/17 3:00,1
1630,2/9/17 4:00,1
1631,2/9/17 5:00,1
1632,2/9/17 6:00,1
1633,2/9/17 7:00,1
1634,2/9/17 8:00,1
1635,2/9/17 9:00,1
1636,2/9/17 10:00,1
1637,2/9/17 11:00,1
1638,2/9/17 12:00,1
1639,2/9/17 13:00,1
1640,2/9/17 14:00,1
1641,2/9/17 15:00,1
1642,2/9/17 16:00,1
1643,2/9/17 17:00,1
1644,2/9/17 18:00,1
1645,2/9/17 19:00,1
1646,2/9/17 20:00,1
1647,2/9/17 21:00,1
1648,2/9/17 22:00,1
1649,2/9/17 23:00,1
1650,2/10/17 0:00,1
1651,2/10/17 1:00,1
1652,2/10/17 2:00,1
1653,2/10/17 3:00,1
1654,2/10/17 4:00,1
1655,2/10/17 5:00,1
1656,2/10/17 6:00,1
1657,2/10/17 7:00,1
1658,2/10/17 8:00,1
1659,2/10/17 9:00,1
1660,2/10/17 10:00,1
1661,2/10/17 11:00,1
1662,2/10/17 12:00,1
1663,2/10/17 13:00,1
1664,2/10/17 14:00,1
1665,2/10/17 15:00,1
1666,2/10/17 16:00,1
1667,2/10/17 17:00,1
1668,2/10/17 18:00,1
1669,2/10/17 19:00,1
1670,2/10/17 20:00,1
1671,2/10/17 21:00,1
1672,2/10/17 22:00,1
1673,2/10/17 23:00,1
1674,2/11/17 0:00,1
1675,2/11/17 1:00,1
1676,2/11/17 2:00,1
1677,2/11/17 3:00,1
1678,2/11/17 4:00,1
1679,2/11/17 5:00,1
1680,2/11/17 6:00,1
1681,2/11/17 7:00,1
1682,2/11/17 8:00,1
1683,2/11/17 9:00,1
1684,2/11/17 10:00,1
1685,2/11/17 11:00,1
1686,2/11/17 12:00,1
1687,2/11/17 13:00,1
1688,2/11/17 14:00,1
1689,2/11/17 15:00,1
1690,2/11/17 16:00,1
1691,2/11/17 17:00,1
1692,2/11/17 18:00,1
1693,2/11/17 19:00,1
1694,2/11/17 20:00,1
1695,2/11/17 21:00,1
1696,2/11/17 22:00,1
1697,2/11/17 23:00,1
1698,2/12/17 0:00,1
1699,2/12/17 1:00,1
1700,2/12/17 2:00,1
1701,2/12/17 3:00,1
1702,2/12/17 4:00,1
1703,2/12/17 5:00,1
1704,2/12/17 6:00,1
1705,2/12/17 7:00,1
1706,2/12/17 8:00,1
1707,2/12/17 9:00,1
1708,2/12/17 10:00,1
1709,2/12/17 11:00,1
1710,2/12/17 12:00,1
1711,2/12/17 13:00,1
1712,2/12/17 14:00,1
1713,2/12/17 15:00,1
1714,2/12/17 16:00,1
1715,2/12/17 17:00,1
1716,2/12/17 18:00,1
1717,2/12/17 19:00,1
1718,2/12/17 20:00,1
1719,2/12/17 21:00,1
1720,2/12/17 22:00,1
1721,2/12/17 23:00,1
1722,2/13/17 0:00,1
1723,2/13/17 1:00,1
1724,2/13/17 2:00,1
1725,2/13/17 3:00,1
1726,2/13/17 4:00,1
1727,2/13/17 5:00,1
1728,2/13/17 6:00,1
1729,2/13/17 7:00,1
1730,2/13/17 8:00,1
1731,2/13/17 9:00,1
1732,2/13/17 10:00,1
1733,2/13/17 11:00,1
1734,2/13/17 12:00,1
1735,2/13/17 13:00,1
1736,2/13/17 14:00,1
1737,2/13/17 15:00,1
1738,2/13/17 16:00,1
1739,2/13/17 17:00,1
1740,2/13/17 18:00,1
1741,2/13/17 19:00,1
1742,2/13/17 20:00,1
1743,2/13/17 21:00,1
1744,2/13/17 22:00,1
1745,2/13/17 23:00,1
1746,2/14/17 0:00,1
1747,2/14/17 1:00,1
1748,2/14/17 2:00,1
1749,2/14/17 3:00,1
1750,2/14/17 4:00,1
1751,2/14/17 5:00,1
1752,2/14/17 6:00,1
1753,2/14/17 7:00,1
1754,2/14/17 8:00,1
1755,2/14/17 9:00,1
1756,2/14/17 10:00,1
1757,2/14/17 11:00,1
1758,2/14/17 12:00,1
1759,2/14/17 13:00,1
1760,2/14/17 14:00,1
1761,2/14/17 15:00,1
1762,2/14/17 16:00,1
1763,2/14/17 17:00,1
1764,2/14/17 18:00,1
1765,2/14/17 19:00,1
1766,2/14/17 20:00,1
1767,2/14/17 21:00,1
1768,2/14/17 22:00,1
1769,2/14/17 23:00,1
1770,2/15/17 0:00,1
1771,2/15/17 1:00,1
1772,2/15/17 2:00,1
1773,2/15/17 3:00,1
1774,2/15/17 4:00,1
1775,2/15/17 5:00,1
1776,2/15/17 6:00,1
1777,2/15/17 7:00,1
1778,2/15/17 8:00,1
1779,2/15/17 9:00,1
1780,2/15/17 10:00,1
1781,2/15/17 11:00,1
1782,2/15/17 12:00,1
1783,2/15/17 13:00,1
1784,2/15/17 14:00,1
1785,2/15/17 15:00,1
1786,2/15/17 16:00,1
1787,2/15/17 17:00,1
1788,2/15/17 18:00,1
1789,2/15/17 19:00,1
1790,2/15/17 20:00,1
1791,2/15/17 21:00,1
1792,2/15/17 22:00,1
1793,2/15/17 23:00,1
1794,2/16/17 0:00,1
1795,2/16/17 1:00,1
1796,2/16/17 2:00,1
1797,2/16/17 3:00,1
1798,2/16/17 4:00,1
1799,2/16/17 5:00,1
1800,2/16/17 6:00,1
1801,2/16/17 7:00,1
1802,2/16/17 8:00,1
1803,2/16/17 9:00,1
1804,2/16/17 10:00,1
1805,2/16/17 11:00,1
1806,2/16/17 12:00,1
1807,2/16/17 13:00,1
1808,2/16/17 14:00,1
1809,2/16/17 15:00,1
1810,2/16/17 16:00,1
1811,2/16/17 17:00,1
1812,2/16/17 18:00,1
1813,2/16/17 19:00,1
1814,2/16/17 20:00,1
1815,2/16/17 21:00,1
1816,2/16/17 22:00,1
1817,2/16/17 23:00,1
1818,2/17/17 0:00,1
1819,2/17/17 1:00,1
1820,2/17/17 2:00,1
1821,2/17/17 3:00,1
1822,2/17/17 4:00,1
1823,2/17/17 5:00,1
1824,2/17/17 6:00,1
1825,2/17/17 7:00,1
1826,2/17/17 8:00,1
1827,2/17/17 9:00,1
1828,2/17/17 10:00,1
1829,2/17/17 11:00,1
1830,2/17/17 12:00,1
1831,2/17/17 13:00,1
1832,2/17/17 14:00,1
1833,2/17/17 15:00,1
1834,2/17/17 16:00,1
1835,2/17/17 17:00,1
1836,2/17/17 18:00,1
1837,2/17/17 19:00,1
1838,2/17/17 20:00,1
1839,2/17/17 21:00,1
1840,2/17/17 22:00,1
1841,2/17/17 23:00,1
1842,2/18/17 0:00,1
1843,2/18/17 1:00,1
1844,2/18/17 2:00,1
1845,2/18/17 3:00,1
1846,2/18/17 4:00,1
1847,2/18/17 5:00,1
1848,2/18/17 6:00,1
1849,2/18/17 7:00,1
1850,2/18/17 8:00,1
1851,2/18/17 9:00,1
1852,2/18/17 10:00,1
1853,2/18/17 11:00,1
1854,2/18/17 12:00,1
1855,2/18/17 13:00,1
1856,2/18/17 14:00,1
1857,2/18/17 15:00,1
1858,2/18/17 16:00,1
1859,2/18/17 17:00,1
1860,2/18/17 18:00,1
1861,2/18/17 19:00,1
1862,2/18/17 20:00,1
1863,2/18/17 21:00,1
1864,2/18/17 22:00,1
1865,2/18/17 23:00,1
1866,2/19/17 0:00,1
1867,2/19/17 1:00,1
1868,2/19/17 2:00,1
1869,2/19/17 3:00,1
1870,2/19/17 4:00,1
1871,2/19/17 5:00,1
1872,2/19/17 6:00,1
1873,2/19/17 7:00,1
1874,2/19/17 8:00,1
1875,2/19/17 9:00,1
1876,2/19/17 10:00,1
1877,2/19/17 11:00,1
1878,2/19/17 12:00,1
1879,2/19/17 13:00,1
1880,2/19/17 14:00,1
1881,2/19/17 15:00,1
1882,2/19/17 16:00,1
1883,2/19/17 17:00,1
1884,2/19/17 18:00,1
1885,2/19/17 19:00,1
1886,2/19/17 20:00,1
1887,2/19/17 21:00,4
1888,2/19/17 22:00,4
1889,2/19/17 23:00,4
1890,2/20/17 0:00,4
1891,2/20/17 1:00,4
1892,2/20/17 2:00,4
1893,2/20/17 3:00,4
1894,2/20/17 5:00,4
1895,2/20/17 6:00,4
1896,2/20/17 7:00,4
1897,2/20/17 8:00,4
1898,2/20/17 9:00,4
1899,2/20/17 10:00,4
1900,2/20/17 11:00,4
1901,2/20/17 12:00,4
1902,2/20/17 13:00,4
1903,2/20/17 14:00,4
1904,2/20/17 15:00,4
1905,2/20/17 16:00,4
1906,2/20/17 17:00,4
1907,2/20/17 18:00,4
1908,2/20/17 19:00,4
1909,2/20/17 20:00,4
1910,2/20/17 21:00,4
1911,2/20/17 22:00,4
1912,2/20/17 23:00,4
1913,2/21/17 0:00,4
1914,2/21/17 1:00,4
1915,2/21/17 2:00,4
1916,2/21/17 4:00,4
1917,2/21/17 5:00,4
1918,2/21/17 6:00,4
1919,2/21/17 7:00,4
1920,2/21/17 8:00,4
1921,2/21/17 9:00,4
1922,2/21/17 10:00,4
1923,2/21/17 11:00,4
1924,2/21/17 12:00,4
1925,2/21/17 13:00,4
1926,2/21/17 14:00,4
