,datetimehourly,totalsales,quantity,newcustomer,returningcustomer,queueline
596,12/27/16 21:00,0,0,0,0,0
597,12/27/16 22:00,0,0,0,0,0
598,12/27/16 23:00,0,0,0,0,0
599,12/28/16 0:00,0,0,0,0,0
600,12/28/16 1:00,0,0,0,0,0
601,12/28/16 2:00,0,0,0,0,0
602,12/28/16 3:00,0,0,0,0,0
603,12/28/16 6:00,0,0,0,0,0
604,12/28/16 7:00,0,0,0,0,0
605,12/28/16 8:00,0,0,0,0,0
606,12/28/16 9:00,0,0,0,0,0
607,12/28/16 10:00,0,0,0,0,0
608,12/28/16 11:00,0,0,0,0,0
609,12/28/16 12:00,60.96,4.067,0,1,1
610,12/28/16 13:00,59.36,3.96,0,1,1
611,12/28/16 14:00,52.26,3.486,0,1,1
612,12/28/16 15:00,0,0,0,0,0
613,12/28/16 16:00,150.46,10.038,1,2,3
614,12/28/16 17:00,0,0,0,0,0
615,12/28/16 18:00,0,0,0,0,0
616,12/28/16 19:00,0,0,0,0,0
617,12/28/16 20:00,58.16,3.88,0,1,1
618,12/28/16 21:00,0,0,0,0,0
619,12/28/16 22:00,0,0,0,0,0
620,12/28/16 23:00,0,0,0,0,0
621,12/29/16 0:00,53.44,3.565,1,0,1
622,12/29/16 1:00,0,0,0,0,0
623,12/29/16 2:00,102.52,6.839,0,2,2
624,12/29/16 3:00,0,0,0,0,0
625,12/29/16 4:00,0,0,0,0,0
626,12/29/16 5:00,0,0,0,0,0
627,12/29/16 6:00,0,0,0,0,0
628,12/29/16 7:00,0,0,0,0,0
629,12/29/16 8:00,0,0,0,0,0
630,12/29/16 9:00,0,0,0,0,0
631,12/29/16 10:00,48.16,3.213,0,1,1
632,12/29/16 11:00,0,0,0,0,0
633,12/29/16 12:00,13.28,0.886,1,0,1
634,12/29/16 13:00,0,0,0,0,0
635,12/29/16 14:00,0,0,0,0,0
636,12/29/16 15:00,83.4,5.564,1,1,2
637,12/29/16 16:00,0,0,0,0,0
638,12/29/16 17:00,39.38,2.627,1,0,1
639,12/29/16 18:00,58.35,3.893,0,2,2
640,12/29/16 19:00,0,0,0,0,0
641,12/29/16 20:00,55.19,3.682,0,1,1
642,12/29/16 21:00,0,0,0,0,0
643,12/29/16 22:00,0,0,0,0,0
644,12/29/16 23:00,0,0,0,0,0
645,12/30/16 0:00,0,0,0,0,0
646,12/30/16 1:00,8.6,0.574,0,1,1
647,12/30/16 2:00,0,0,0,0,0
648,12/30/16 3:00,0,0,0,0,0
649,12/30/16 4:00,0,0,0,0,0
650,12/30/16 5:00,0,0,0,0,0
651,12/30/16 6:00,0,0,0,0,0
652,12/30/16 7:00,0,0,0,0,0
653,12/30/16 8:00,0,0,0,0,0
654,12/30/16 9:00,0,0,0,0,0
655,12/30/16 10:00,0,0,0,0,0
656,12/30/16 11:00,0,0,0,0,0
657,12/30/16 12:00,0,0,0,0,0
658,12/30/16 13:00,0,0,0,0,0
659,12/30/16 14:00,0,0,0,0,0
660,12/30/16 15:00,0,0,0,0,0
661,12/30/16 16:00,58.18,3.881,0,1,1
662,12/30/16 17:00,0,0,0,0,0
663,12/30/16 18:00,0,0,0,0,0
664,12/30/16 19:00,0,0,0,0,0
665,12/30/16 20:00,115.88,7.73,0,2,2
666,12/30/16 21:00,54.49,3.635,0,1,1
667,12/30/16 22:00,59.65,3.979,0,1,1
668,12/30/16 23:00,57.61,3.843,0,1,1
669,12/31/16 0:00,60.6,4.043,0,1,1
670,12/31/16 1:00,61.7,4.116,0,1,1
671,12/31/16 2:00,0,0,0,0,0
672,12/31/16 3:00,0,0,0,0,0
673,12/31/16 4:00,0,0,0,0,0
674,12/31/16 5:00,0,0,0,0,0
675,12/31/16 6:00,0,0,0,0,0
676,12/31/16 7:00,0,0,0,0,0
677,12/31/16 8:00,0,0,0,0,0
678,12/31/16 9:00,0,0,0,0,0
679,12/31/16 10:00,0,0,0,0,0
680,12/31/16 11:00,0,0,0,0,0
681,12/31/16 12:00,53.89,3.595,0,1,1
682,12/31/16 13:00,0,0,0,0,0
683,12/31/16 14:00,0,0,0,0,0
684,12/31/16 15:00,0,0,0,0,0
685,12/31/16 16:00,0,0,0,0,0
686,12/31/16 17:00,117.43,7.834,0,2,2
687,12/31/16 18:00,0,0,0,0,0
688,12/31/16 19:00,94.11,6.278,1,1,2
689,12/31/16 20:00,0,0,0,0,0
690,12/31/16 21:00,0,0,0,0,0
691,12/31/16 22:00,0,0,0,0,0
692,12/31/16 23:00,0,0,0,0,0
693,1/1/17 0:00,119.9,7.999,0,2,2
694,1/1/17 1:00,0,0,0,0,0
695,1/1/17 2:00,47.88,3.194,1,0,1
696,1/1/17 3:00,0,0,0,0,0
697,1/1/17 4:00,0,0,0,0,0
698,1/1/17 5:00,0,0,0,0,0
699,1/1/17 6:00,0,0,0,0,0
700,1/1/17 7:00,53.98,3.601,0,1,1
701,1/1/17 8:00,0,0,0,0,0
702,1/1/17 9:00,0,0,0,0,0
703,1/1/17 10:00,0,0,0,0,0
704,1/1/17 11:00,0,0,0,0,0
705,1/1/17 12:00,52.05,3.472,0,1,1
706,1/1/17 13:00,0,0,0,0,0
707,1/1/17 14:00,73.09,4.876,0,2,2
708,1/1/17 15:00,0,0,0,0,0
709,1/1/17 16:00,0,0,0,0,0
710,1/1/17 17:00,8.93,0.596,0,1,1
711,1/1/17 18:00,8.54,0.57,0,1,1
712,1/1/17 19:00,0,0,0,0,0
713,1/1/17 20:00,0,0,0,0,0
714,1/1/17 21:00,0,0,0,0,0
715,1/1/17 22:00,0,0,0,0,0
716,1/1/17 23:00,0,0,0,0,0
717,1/2/17 0:00,0,0,0,0,0
718,1/2/17 1:00,0,0,0,0,0
719,1/2/17 2:00,0,0,0,0,0
720,1/2/17 4:00,0,0,0,0,0
721,1/2/17 5:00,0,0,0,0,0
722,1/2/17 6:00,0,0,0,0,0
723,1/2/17 7:00,0,0,0,0,0
724,1/2/17 8:00,0,0,0,0,0
725,1/2/17 9:00,0,0,0,0,0
726,1/2/17 10:00,0,0,0,0,0
727,1/2/17 11:00,0,0,0,0,0
728,1/2/17 12:00,0,0,0,0,0
729,1/2/17 13:00,0,0,0,0,0
730,1/2/17 14:00,0,0,0,0,0
731,1/2/17 15:00,0,0,0,0,0
732,1/2/17 16:00,0,0,0,0,0
733,1/2/17 17:00,0,0,0,0,0
734,1/2/17 18:00,0,0,0,0,0
735,1/2/17 19:00,10.24,0.683,0,1,1
736,1/2/17 20:00,16.82,1.122,1,1,2
737,1/2/17 21:00,57.1,3.809,0,1,1
738,1/2/17 22:00,102.73,6.853,0,2,2
739,1/2/17 23:00,0,0,0,0,0
740,1/3/17 0:00,0,0,0,0,0
741,1/3/17 1:00,0,0,0,0,0
742,1/3/17 2:00,0,0,0,0,0
743,1/3/17 3:00,0,0,0,0,0
744,1/3/17 4:00,0,0,0,0,0
745,1/3/17 5:00,0,0,0,0,0
746,1/3/17 6:00,0,0,0,0,0
747,1/3/17 7:00,0,0,0,0,0
748,1/3/17 8:00,46.45,3.099,0,1,1
749,1/3/17 9:00,0,0,0,0,0
750,1/3/17 10:00,0,0,0,0,0
751,1/3/17 11:00,0,0,0,0,0
752,1/3/17 12:00,65.76,4.387,0,1,1
753,1/3/17 13:00,13.34,0.89,0,1,1
754,1/3/17 14:00,0,0,0,0,0
755,1/3/17 15:00,42.06,2.806,0,1,1
756,1/3/17 16:00,42.36,2.826,0,1,1
757,1/3/17 17:00,41.42,2.763,0,1,1
758,1/3/17 18:00,54.49,3.635,0,1,1
759,1/3/17 20:00,163.73,10.923,0,3,3
760,1/3/17 21:00,0,0,0,0,0
761,1/3/17 22:00,0,0,0,0,0
762,1/3/17 23:00,0,0,0,0,0
763,1/4/17 0:00,0,0,0,0,0
764,1/4/17 1:00,0,0,0,0,0
765,1/4/17 2:00,0,0,0,0,0
766,1/4/17 3:00,26.08,1.74,0,1,1
767,1/4/17 4:00,0,0,0,0,0
768,1/4/17 5:00,0,0,0,0,0
769,1/4/17 6:00,0,0,0,0,0
770,1/4/17 7:00,0,0,0,0,0
771,1/4/17 8:00,0,0,0,0,0
772,1/4/17 9:00,0,0,0,0,0
773,1/4/17 10:00,0,0,0,0,0
774,1/4/17 11:00,0,0,0,0,0
775,1/4/17 12:00,104.84,6.994,0,2,2
776,1/4/17 13:00,55.15,3.679,0,1,1
777,1/4/17 14:00,42.24,2.818,1,0,1
778,1/4/17 15:00,0,0,0,0,0
779,1/4/17 16:00,36.29,2.421,0,1,1
780,1/4/17 17:00,0,0,0,0,0
781,1/4/17 18:00,0,0,0,0,0
782,1/4/17 19:00,34.78,2.32,0,1,1
783,1/4/17 20:00,157.88,10.532,1,2,3
784,1/4/17 21:00,0,0,0,0,0
785,1/4/17 22:00,181.18,12.087,1,2,3
786,1/4/17 23:00,49.51,3.303,0,1,1
787,1/5/17 0:00,0,0,0,0,0
788,1/5/17 1:00,0,0,0,0,0
789,1/5/17 2:00,0,0,0,0,0
790,1/5/17 3:00,27.99,1.867,0,1,1
791,1/5/17 4:00,0,0,0,0,0
792,1/5/17 5:00,0,0,0,0,0
793,1/5/17 6:00,0,0,0,0,0
794,1/5/17 7:00,0,0,0,0,0
795,1/5/17 8:00,0,0,0,0,0
796,1/5/17 9:00,0,0,0,0,0
797,1/5/17 10:00,0,0,0,0,0
798,1/5/17 11:00,0,0,0,0,0
799,1/5/17 12:00,119.53,7.974,0,2,2
800,1/5/17 13:00,116.92,7.8,0,2,2
801,1/5/17 14:00,57.17,3.814,0,1,1
802,1/5/17 15:00,56.96,3.8,0,1,1
803,1/5/17 16:00,0,0,0,0,0
804,1/5/17 17:00,59.03,3.938,0,1,1
805,1/5/17 18:00,0,0,0,0,0
806,1/5/17 19:00,50.67,3.38,0,1,1
807,1/5/17 20:00,0,0,0,0,0
808,1/5/17 21:00,0,0,0,0,0
809,1/5/17 22:00,0,0,0,0,0
810,1/5/17 23:00,0,0,0,0,0
811,1/6/17 0:00,0,0,0,0,0
812,1/6/17 1:00,0,0,0,0,0
813,1/6/17 2:00,0,0,0,0,0
814,1/6/17 3:00,0,0,0,0,0
815,1/6/17 4:00,0,0,0,0,0
816,1/6/17 5:00,0,0,0,0,0
817,1/6/17 6:00,0,0,0,0,0
818,1/6/17 7:00,0,0,0,0,0
819,1/6/17 8:00,0,0,0,0,0
820,1/6/17 9:00,47.71,3.183,0,1,1
821,1/6/17 10:00,0,0,0,0,0
822,1/6/17 11:00,0,0,0,0,0
823,1/6/17 12:00,73.53,4.905,0,1,1
824,1/6/17 13:00,0,0,0,0,0
825,1/6/17 14:00,57.92,3.864,0,1,1
826,1/6/17 15:00,0,0,0,0,0
827,1/6/17 16:00,0,0,0,0,0
828,1/6/17 17:00,0,0,0,0,0
829,1/6/17 18:00,0,0,0,0,0
830,1/6/17 19:00,7.41,0.494,1,0,1
831,1/6/17 21:00,59.6,3.976,1,0,1
832,1/6/17 22:00,98.24,6.554,0,2,2
833,1/6/17 23:00,0,0,0,0,0
834,1/7/17 0:00,69,4.603,0,1,1
835,1/7/17 1:00,0,0,0,0,0
836,1/7/17 2:00,50.83,3.391,0,1,1
837,1/7/17 3:00,0,0,0,0,0
838,1/7/17 4:00,0,0,0,0,0
839,1/7/17 5:00,0,0,0,0,0
840,1/7/17 6:00,0,0,0,0,0
841,1/7/17 7:00,0,0,0,0,0
842,1/7/17 8:00,0,0,0,0,0
843,1/7/17 9:00,0,0,0,0,0
844,1/7/17 10:00,0,0,0,0,0
845,1/7/17 11:00,0,0,0,0,0
846,1/7/17 12:00,26.58,1.773,0,1,1
847,1/7/17 13:00,0,0,0,0,0
848,1/7/17 14:00,49.44,3.298,0,1,1
849,1/7/17 15:00,129.8,8.659,0,3,3
850,1/7/17 16:00,54.44,3.632,1,1,2
851,1/7/17 17:00,58.06,3.873,1,0,1
852,1/7/17 18:00,0,0,0,0,0
853,1/7/17 19:00,0,0,0,0,0
854,1/7/17 20:00,53.69,3.582,0,1,1
855,1/7/17 21:00,0,0,0,0,0
856,1/7/17 22:00,58.51,3.903,0,1,1
857,1/7/17 23:00,0,0,0,0,0
858,1/8/17 0:00,0,0,0,0,0
859,1/8/17 1:00,0,0,0,0,0
860,1/8/17 2:00,0,0,0,0,0
861,1/8/17 3:00,0,0,0,0,0
862,1/8/17 4:00,54.47,3.634,0,1,1
863,1/8/17 5:00,0,0,0,0,0
864,1/8/17 6:00,0,0,0,0,0
865,1/8/17 7:00,0,0,0,0,0
866,1/8/17 8:00,0,0,0,0,0
867,1/8/17 9:00,0,0,0,0,0
868,1/8/17 10:00,0,0,0,0,0
869,1/8/17 11:00,0,0,0,0,0
870,1/8/17 12:00,0,0,0,0,0
871,1/8/17 13:00,48.25,3.219,1,0,1
872,1/8/17 14:00,0,0,0,0,0
873,1/8/17 15:00,56.26,3.753,0,1,1
874,1/8/17 16:00,0,0,0,0,0
875,1/8/17 17:00,0,0,0,0,0
876,1/8/17 18:00,35.15,2.345,0,1,1
877,1/8/17 19:00,42.33,2.824,0,1,1
878,1/8/17 20:00,0,0,0,0,0
879,1/8/17 21:00,78.87,5.262,0,2,2
880,1/8/17 22:00,0,0,0,0,0
881,1/8/17 23:00,0,0,0,0,0
882,1/9/17 0:00,0,0,0,0,0
883,1/9/17 1:00,0,0,0,0,0
884,1/9/17 2:00,116.47,7.77,1,1,2
885,1/9/17 3:00,0,0,0,0,0
886,1/9/17 4:00,26.26,1.752,0,1,1
887,1/9/17 5:00,0,0,0,0,0
888,1/9/17 6:00,0,0,0,0,0
889,1/9/17 7:00,0,0,0,0,0
890,1/9/17 8:00,0,0,0,0,0
891,1/9/17 9:00,0,0,0,0,0
892,1/9/17 10:00,0,0,0,0,0
893,1/9/17 11:00,0,0,0,0,0
894,1/9/17 12:00,0,0,0,0,0
895,1/9/17 13:00,0,0,0,0,0
896,1/9/17 14:00,0,0,0,0,0
897,1/9/17 15:00,57.49,3.835,1,1,2
898,1/9/17 16:00,44.57,2.973,0,1,1
899,1/9/17 17:00,133.47,8.904,0,2,2
900,1/9/17 18:00,54.41,3.63,1,0,1
901,1/9/17 19:00,0,0,0,0,0
902,1/9/17 20:00,28.02,1.869,0,1,1
903,1/9/17 21:00,167.35,11.164,0,3,3
904,1/9/17 22:00,62.48,4.168,0,1,1
905,1/9/17 23:00,0,0,0,0,0
906,1/10/17 0:00,0,0,0,0,0
907,1/10/17 1:00,0,0,0,0,0
908,1/10/17 2:00,0,0,0,0,0
909,1/10/17 4:00,0,0,0,0,0
910,1/10/17 5:00,25.02,1.669,0,1,1
911,1/10/17 6:00,0,0,0,0,0
912,1/10/17 7:00,0,0,0,0,0
913,1/10/17 8:00,0,0,0,0,0
914,1/10/17 9:00,0,0,0,0,0
915,1/10/17 10:00,0,0,0,0,0
916,1/10/17 11:00,38.76,2.586,0,1,1
917,1/10/17 12:00,0,0,0,0,0
918,1/10/17 13:00,186.67,12.454,1,3,4
919,1/10/17 14:00,0,0,0,0,0
920,1/10/17 15:00,31.04,2.071,1,0,1
921,1/10/17 16:00,119.86,7.996,0,2,2
922,1/10/17 17:00,0,0,0,0,0
923,1/10/17 18:00,0,0,0,0,0
924,1/10/17 19:00,48.97,3.267,0,1,1
925,1/10/17 20:00,55.93,3.731,0,1,1
926,1/10/17 21:00,0,0,0,0,0
927,1/10/17 22:00,0,0,0,0,0
928,1/10/17 23:00,0,0,0,0,0
929,1/11/17 0:00,96.45,6.434,0,2,2
930,1/11/17 1:00,0,0,0,0,0
931,1/11/17 2:00,0,0,0,0,0
932,1/11/17 3:00,19.2,1.281,1,0,1
933,1/11/17 4:00,0,0,0,0,0
934,1/11/17 5:00,83.33,5.559,0,2,2
935,1/11/17 6:00,0,0,0,0,0
936,1/11/17 7:00,0,0,0,0,0
937,1/11/17 8:00,0,0,0,0,0
938,1/11/17 9:00,0,0,0,0,0
939,1/11/17 10:00,0,0,0,0,0
940,1/11/17 11:00,0,0,0,0,0
941,1/11/17 12:00,25.75,1.718,1,0,1
942,1/11/17 13:00,98.43,6.566,0,2,2
943,1/11/17 14:00,0,0,0,0,0
944,1/11/17 15:00,0,0,0,0,0
945,1/11/17 16:00,0,0,0,0,0
946,1/11/17 17:00,0,0,0,0,0
947,1/11/17 18:00,0,0,0,0,0
948,1/11/17 19:00,16.68,1.113,1,1,2
949,1/11/17 20:00,0,0,0,0,0
950,1/11/17 21:00,85.45,5.701,0,2,2
951,1/11/17 22:00,0,0,0,0,0
952,1/11/17 23:00,0,0,0,0,0
953,1/12/17 0:00,90.95,6.067,1,1,2
954,1/12/17 2:00,0,0,0,0,0
955,1/12/17 3:00,0,0,0,0,0
956,1/12/17 4:00,0,0,0,0,0
957,1/12/17 5:00,0,0,0,0,0
958,1/12/17 6:00,27.13,1.81,0,1,1
959,1/12/17 7:00,0,0,0,0,0
960,1/12/17 8:00,0,0,0,0,0
961,1/12/17 9:00,0,0,0,0,0
962,1/12/17 10:00,0,0,0,0,0
963,1/12/17 11:00,0,0,0,0,0
964,1/12/17 12:00,0,0,0,0,0
965,1/12/17 13:00,0,0,0,0,0
966,1/12/17 14:00,139.77,9.324,0,3,3
967,1/12/17 15:00,63.06,4.207,0,1,1
968,1/12/17 16:00,51.06,3.406,0,1,1
969,1/12/17 17:00,32.15,2.145,0,1,1
970,1/12/17 18:00,0,0,0,0,0
971,1/12/17 19:00,0,0,0,0,0
972,1/12/17 20:00,89.89,5.997,0,2,2
973,1/12/17 21:00,111.48,7.437,0,2,2
974,1/12/17 22:00,61.28,4.088,0,1,1
975,1/12/17 23:00,0,0,0,0,0
976,1/13/17 0:00,0,0,0,0,0
977,1/13/17 1:00,56.8,3.789,0,1,1
978,1/13/17 2:00,48.27,3.22,0,1,1
979,1/13/17 3:00,0,0,0,0,0
980,1/13/17 4:00,53.12,3.544,1,0,1
981,1/13/17 5:00,57.92,3.864,0,1,1
982,1/13/17 6:00,0,0,0,0,0
983,1/13/17 7:00,0,0,0,0,0
984,1/13/17 8:00,0,0,0,0,0
985,1/13/17 9:00,0,0,0,0,0
986,1/13/17 10:00,0,0,0,0,0
987,1/13/17 11:00,0,0,0,0,0
988,1/13/17 12:00,88.52,5.905,0,2,2
989,1/13/17 13:00,0,0,0,0,0
990,1/13/17 14:00,56.92,3.797,0,1,1
991,1/13/17 15:00,43.73,2.917,0,1,1
992,1/13/17 16:00,88.5,5.904,0,2,2
993,1/13/17 17:00,53.27,3.554,0,1,1
994,1/13/17 18:00,0,0,0,0,0
995,1/13/17 19:00,50.79,3.388,0,1,1
996,1/13/17 20:00,54.37,3.627,0,1,1
997,1/13/17 21:00,150.6,10.047,0,3,3
998,1/13/17 22:00,0,0,0,0,0
999,1/13/17 23:00,149.63,9.982,0,3,3
1000,1/14/17 0:00,36.17,2.413,0,1,1
1001,1/14/17 1:00,0,0,0,0,0
1002,1/14/17 2:00,0,0,0,0,0
1003,1/14/17 3:00,0,0,0,0,0
1004,1/14/17 4:00,0,0,0,0,0
1005,1/14/17 5:00,0,0,0,0,0
1006,1/14/17 6:00,0,0,0,0,0
1007,1/14/17 7:00,0,0,0,0,0
1008,1/14/17 8:00,0,0,0,0,0
1009,1/14/17 9:00,0,0,0,0,0
1010,1/14/17 10:00,0,0,0,0,0
1011,1/14/17 11:00,0,0,0,0,0
1012,1/14/17 12:00,0,0,0,0,0
1013,1/14/17 13:00,114.85,7.662,0,2,2
1014,1/14/17 14:00,51.67,3.447,0,1,1
1015,1/14/17 15:00,54.89,3.662,0,1,1
1016,1/14/17 16:00,28.86,1.925,1,0,1
1017,1/14/17 17:00,0,0,0,0,0
1018,1/14/17 18:00,0,0,0,0,0
1019,1/14/17 19:00,0,0,0,0,0
1020,1/14/17 20:00,0,0,0,0,0
1021,1/14/17 21:00,0,0,0,0,0
1022,1/14/17 22:00,0,0,0,0,0
1023,1/14/17 23:00,0,0,0,0,0
1024,1/15/17 0:00,0,0,0,0,0
1025,1/15/17 1:00,0,0,0,0,0
1026,1/15/17 2:00,0,0,0,0,0
1027,1/15/17 3:00,0,0,0,0,0
1028,1/15/17 4:00,89.37,5.962,0,2,2
1029,1/15/17 5:00,0,0,0,0,0
1030,1/15/17 6:00,0,0,0,0,0
1031,1/15/17 7:00,0,0,0,0,0
1032,1/15/17 8:00,0,0,0,0,0
1033,1/15/17 9:00,0,0,0,0,0
1034,1/15/17 10:00,0,0,0,0,0
1035,1/15/17 12:00,0,0,0,0,0
1036,1/15/17 13:00,0,0,0,0,0
1037,1/15/17 14:00,0,0,0,0,0
1038,1/15/17 15:00,0,0,0,0,0
1039,1/15/17 16:00,0,0,0,0,0
1040,1/15/17 17:00,210.23,14.025,1,3,4
1041,1/15/17 18:00,60.35,4.026,0,1,1
1042,1/15/17 19:00,0,0,0,0,0
1043,1/15/17 20:00,67.47,4.501,0,2,2
1044,1/15/17 21:00,0,0,0,0,0
1045,1/15/17 22:00,0,0,0,0,0
1046,1/15/17 23:00,0,0,0,0,0
1047,1/16/17 0:00,0,0,0,0,0
1048,1/16/17 1:00,0,0,0,0,0
1049,1/16/17 2:00,42.81,2.856,0,1,1
1050,1/16/17 3:00,57.56,3.84,0,1,1
1051,1/16/17 4:00,53.56,3.573,0,1,1
1052,1/16/17 5:00,0,0,0,0,0
1053,1/16/17 6:00,0,0,0,0,0
1054,1/16/17 7:00,26.19,1.747,0,1,1
1055,1/16/17 8:00,0,0,0,0,0
1056,1/16/17 9:00,0,0,0,0,0
1057,1/16/17 10:00,0,0,0,0,0
1058,1/16/17 11:00,0,0,0,0,0
1059,1/16/17 12:00,0,0,0,0,0
1060,1/16/17 13:00,0,0,0,0,0
1061,1/16/17 14:00,0,0,0,0,0
1062,1/16/17 15:00,61.73,4.118,0,1,1
1063,1/16/17 16:00,58.82,3.924,0,1,1
1064,1/16/17 17:00,0,0,0,0,0
1065,1/16/17 18:00,0,0,0,0,0
1066,1/16/17 19:00,44.64,2.978,0,1,1
1067,1/16/17 20:00,60.89,4.062,0,1,1
1068,1/16/17 21:00,0,0,0,0,0
1069,1/16/17 22:00,0,0,0,0,0
1070,1/16/17 23:00,79.88,5.329,0,2,2
1071,1/17/17 0:00,68.71,4.584,0,1,1
1072,1/17/17 1:00,0,0,0,0,0
1073,1/17/17 2:00,99.13,6.613,1,1,2
1074,1/17/17 4:00,0,0,0,0,0
1075,1/17/17 5:00,0,0,0,0,0
1076,1/17/17 6:00,47.26,3.153,0,1,1
1077,1/17/17 7:00,57.26,3.82,0,1,1
1078,1/17/17 8:00,25.77,1.719,0,1,1
1079,1/17/17 9:00,0,0,0,0,0
1080,1/17/17 10:00,0,0,0,0,0
1081,1/17/17 11:00,0,0,0,0,0
1082,1/17/17 12:00,0,0,0,0,0
1083,1/17/17 13:00,0,0,0,0,0
1084,1/17/17 14:00,38.46,2.566,0,1,1
1085,1/17/17 15:00,0,0,0,0,0
1086,1/17/17 16:00,0,0,0,0,0
1087,1/17/17 17:00,62.63,4.178,0,1,1
1088,1/17/17 18:00,0,0,0,0,0
1089,1/17/17 19:00,19.61,1.308,0,1,1
1090,1/17/17 20:00,34.79,2.321,0,1,1
1091,1/17/17 21:00,37.37,2.493,0,1,1
1092,1/17/17 22:00,90.81,6.058,0,2,2
1093,1/17/17 23:00,71.53,4.772,0,1,1
1094,1/18/17 0:00,0,0,0,0,0
1095,1/18/17 1:00,0,0,0,0,0
1096,1/18/17 2:00,64.29,4.289,0,1,1
1097,1/18/17 3:00,23.23,1.55,0,1,1
1098,1/18/17 4:00,0,0,0,0,0
1099,1/18/17 5:00,0,0,0,0,0
1100,1/18/17 6:00,0,0,0,0,0
1101,1/18/17 7:00,0,0,0,0,0
1102,1/18/17 8:00,26.59,1.774,0,1,1
1103,1/18/17 9:00,0,0,0,0,0
1104,1/18/17 10:00,0,0,0,0,0
1105,1/18/17 11:00,0,0,0,0,0
1106,1/18/17 12:00,0,0,0,0,0
1107,1/18/17 13:00,0,0,0,0,0
1108,1/18/17 14:00,0,0,0,0,0
1109,1/18/17 15:00,0,0,0,0,0
1110,1/18/17 16:00,53.9,3.596,0,1,1
1111,1/18/17 17:00,48.43,3.231,0,1,1
1112,1/18/17 18:00,0,0,0,0,0
1113,1/18/17 19:00,50.53,3.371,0,1,1
1114,1/18/17 20:00,30.7,2.048,0,1,1
1115,1/18/17 21:00,104.96,7.002,0,2,2
1116,1/18/17 22:00,61.97,4.134,0,1,1
1117,1/18/17 23:00,155.89,10.4,0,3,3
1118,1/19/17 0:00,0,0,0,0,0
1119,1/19/17 1:00,51.28,3.421,0,1,1
1120,1/19/17 2:00,54.74,3.652,0,1,1
1121,1/19/17 3:00,54.94,3.665,0,1,1
1122,1/19/17 4:00,0,0,0,0,0
1123,1/19/17 5:00,0,0,0,0,0
1124,1/19/17 6:00,58.69,3.915,0,1,1
1125,1/19/17 7:00,0,0,0,0,0
1126,1/19/17 8:00,25.86,1.725,0,1,1
1127,1/19/17 9:00,0,0,0,0,0
1128,1/19/17 10:00,0,0,0,0,0
1129,1/19/17 11:00,0,0,0,0,0
1130,1/19/17 12:00,0,0,0,0,0
1131,1/19/17 13:00,51.7,3.449,0,1,1
1132,1/19/17 14:00,35.57,2.373,0,1,1
1133,1/19/17 16:00,0,0,0,0,0
1134,1/19/17 17:00,0,0,0,0,0
1135,1/19/17 18:00,0,0,0,0,0
1136,1/19/17 19:00,0,0,0,0,0
1137,1/19/17 20:00,0,0,0,0,0
1138,1/19/17 21:00,0,0,0,0,0
1139,1/19/17 22:00,0,0,0,0,0
1140,1/19/17 23:00,0,0,0,0,0
1141,1/20/17 0:00,110.69,7.384,0,2,2
1142,1/20/17 1:00,0,0,0,0,0
1143,1/20/17 2:00,0,0,0,0,0
1144,1/20/17 3:00,0,0,0,0,0
1145,1/20/17 4:00,72.4,4.83,1,1,2
1146,1/20/17 5:00,70.65,4.713,0,2,2
1147,1/20/17 6:00,58.28,3.888,0,1,1
1148,1/20/17 7:00,0,0,0,0,0
1149,1/20/17 8:00,0,0,0,0,0
1150,1/20/17 9:00,0,0,0,0,0
1151,1/20/17 10:00,0,0,0,0,0
1152,1/20/17 11:00,0,0,0,0,0
1153,1/20/17 12:00,0,0,0,0,0
1154,1/20/17 13:00,0,0,0,0,0
1155,1/20/17 14:00,0,0,0,0,0
1156,1/20/17 15:00,0,0,0,0,0
1157,1/20/17 16:00,0,0,0,0,0
1158,1/20/17 17:00,0,0,0,0,0
1159,1/20/17 18:00,0,0,0,0,0
1160,1/20/17 19:00,0,0,0,0,0
1161,1/20/17 20:00,60.45,4.033,0,1,1
1162,1/20/17 21:00,0,0,0,0,0
1163,1/20/17 22:00,0,0,0,0,0
1164,1/20/17 23:00,65.28,4.355,0,1,1
1165,1/21/17 0:00,0,0,0,0,0
1166,1/21/17 1:00,51.45,3.432,0,1,1
1167,1/21/17 2:00,0,0,0,0,0
1168,1/21/17 3:00,0,0,0,0,0
1169,1/21/17 4:00,112.86,7.529,1,1,2
1170,1/21/17 5:00,0,0,0,0,0
1171,1/21/17 6:00,29.56,1.972,0,1,1
1172,1/21/17 7:00,51.12,3.41,0,1,1
1173,1/21/17 8:00,0,0,0,0,0
1174,1/21/17 9:00,0,0,0,0,0
1175,1/21/17 10:00,0,0,0,0,0
1176,1/21/17 11:00,0,0,0,0,0
1177,1/21/17 12:00,0,0,0,0,0
1178,1/21/17 13:00,0,0,0,0,0
1179,1/21/17 14:00,0,0,0,0,0
1180,1/21/17 15:00,0,0,0,0,0
1181,1/21/17 16:00,0,0,0,0,0
1182,1/21/17 17:00,62.85,4.193,0,1,1
1183,1/21/17 18:00,0,0,0,0,0
1184,1/21/17 19:00,0,0,0,0,0
1185,1/21/17 20:00,0,0,0,0,0
1186,1/21/17 21:00,0,0,0,0,0
1187,1/21/17 22:00,126.48,8.437,3,0,3
