"","X","pumps","datetimehourly","section","holiday","workday","weathertype","atemp","atemX","totalsales","quantity","newcustomer","returningcustomer","day.rushhour","day.rushhour.pumps","day.delivery.expected","day.delivery.expected.accuracy","day.consump.ave","timedatepos","day_col","month_col","year_col","second_col","min_col","hour_col","queueline"
"2825",2825,0,"3/31/17 2:00",4,0,1,1,20.6,69.08,36.62,2.443,1,0,0,NA,NA,NA,NA,"2017-03-31 02:00:00",31,3,2017,0,0,2,0
"2826",2826,0,"3/31/17 3:00",4,0,1,1,19.3,66.74,25.02,1.669,0,1,0,NA,NA,NA,NA,"2017-03-31 03:00:00",31,3,2017,0,0,3,0
"2827",2827,0,"3/31/17 4:00",4,0,1,1,18,64.4,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 04:00:00",31,3,2017,0,0,4,0
"2828",2828,0,"3/31/17 5:00",1,0,1,1,17.5,63.5,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 05:00:00",31,3,2017,0,0,5,0
"2829",2829,0,"3/31/17 6:00",1,0,1,1,16.84,62.312,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 06:00:00",31,3,2017,0,0,6,0
"2830",2830,0,"3/31/17 7:00",1,0,1,1,16.18,61.124,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 07:00:00",31,3,2017,0,0,7,0
"2831",2831,0,"3/31/17 8:00",1,0,1,1,15.52,59.936,56.05,3.739,0,1,0,NA,NA,NA,NA,"2017-03-31 08:00:00",31,3,2017,0,0,8,0
"2832",2832,1,"3/31/17 9:00",1,0,1,1,14.86,58.748,34.6,2.308,0,1,0,NA,NA,NA,NA,"2017-03-31 09:00:00",31,3,2017,0,0,9,1
"2833",2833,1,"3/31/17 10:00",1,0,1,1,14.2,57.56,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 10:00:00",31,3,2017,0,0,10,1
"2834",2834,0,"3/31/17 11:00",2,0,1,1,14.1,57.38,111.04,7.408,0,2,0,NA,NA,NA,NA,"2017-03-31 11:00:00",31,3,2017,0,0,11,0
"2835",2835,6,"3/31/17 12:00",2,0,1,1,16.3,61.34,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 12:00:00",31,3,2017,0,0,12,6
"2836",2836,0,"3/31/17 13:00",2,0,1,1,18.5,65.3,54.2,3.616,0,1,0,NA,NA,NA,NA,"2017-03-31 13:00:00",31,3,2017,0,0,13,0
"2837",2837,0,"3/31/17 14:00",2,0,1,1,21.6,70.88,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 14:00:00",31,3,2017,0,0,14,0
"2838",2838,0,"3/31/17 15:00",3,0,1,1,24.7,76.46,38.78,2.587,0,1,0,NA,NA,NA,NA,"2017-03-31 15:00:00",31,3,2017,0,0,15,0
"2839",2839,0,"3/31/17 16:00",3,0,1,1,28,82.4,59.29,3.955,0,1,0,NA,NA,NA,NA,"2017-03-31 16:00:00",31,3,2017,0,0,16,0
"2840",2840,0,"3/31/17 17:00",3,0,1,1,31.3,88.34,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 17:00:00",31,3,2017,0,0,17,0
"2841",2841,1,"3/31/17 18:00",3,0,1,1,32,89.6,67.16,4.48,0,1,0,NA,NA,NA,NA,"2017-03-31 18:00:00",31,3,2017,0,0,18,1
"2842",2842,0,"3/31/17 19:00",3,0,1,1,31.6,88.88,56.87,3.794,0,1,0,NA,NA,NA,NA,"2017-03-31 19:00:00",31,3,2017,0,0,19,0
"2843",2843,2,"3/31/17 20:00",3,0,1,1,31.2,88.16,68.49,4.569,0,2,0,NA,NA,NA,NA,"2017-03-31 20:00:00",31,3,2017,0,0,20,2
"2844",2844,1,"3/31/17 21:00",3,0,1,1,29.6,85.28,165.2,11.021,0,3,0,NA,NA,NA,NA,"2017-03-31 21:00:00",31,3,2017,0,0,21,1
"2845",2845,1,"3/31/17 22:00",4,0,1,1,28.8,83.84,55.19,3.682,0,1,0,NA,NA,NA,NA,"2017-03-31 22:00:00",31,3,2017,0,0,22,1
"2846",2846,1,"3/31/17 23:00",4,0,1,1,26.6,79.88,0,0,0,0,0,NA,NA,NA,NA,"2017-03-31 23:00:00",31,3,2017,0,0,23,1
"2847",2847,0,"4/1/17 0:00",4,1,0,1,26.1,78.98,58.43,3.898,0,1,0,NA,NA,NA,NA,"2017-04-01 00:00:00",1,4,2017,0,0,0,0
"2848",2848,1,"4/1/17 1:00",4,1,0,1,24.3,75.74,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 01:00:00",1,4,2017,0,0,1,1
"2849",2849,0,"4/1/17 2:00",4,1,0,1,22.5,72.5,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 02:00:00",1,4,2017,0,0,2,0
"2850",2850,0,"4/1/17 3:00",4,1,0,1,21.46,70.628,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 03:00:00",1,4,2017,0,0,3,0
"2851",2851,0,"4/1/17 4:00",4,1,0,1,20.42,68.756,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 04:00:00",1,4,2017,0,0,4,0
"2852",2852,0,"4/1/17 5:00",1,1,0,1,19.38,66.884,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 05:00:00",1,4,2017,0,0,5,0
"2853",2853,0,"4/1/17 6:00",1,1,0,1,18.34,65.012,25.75,1.718,0,1,0,NA,NA,NA,NA,"2017-04-01 06:00:00",1,4,2017,0,0,6,0
"2854",2854,0,"4/1/17 7:00",1,1,0,1,17.3,63.14,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 07:00:00",1,4,2017,0,0,7,0
"2855",2855,0,"4/1/17 8:00",1,1,0,1,18.0625,64.5125,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 08:00:00",1,4,2017,0,0,8,0
"2856",2856,0,"4/1/17 9:00",1,1,0,1,18.825,65.885,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 09:00:00",1,4,2017,0,0,9,0
"2857",2857,0,"4/1/17 10:00",1,1,0,1,19.5875,67.2575,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 10:00:00",1,4,2017,0,0,10,0
"2858",2858,0,"4/1/17 11:00",2,1,0,1,20.35,68.63,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 11:00:00",1,4,2017,0,0,11,0
"2859",2859,3,"4/1/17 12:00",2,1,0,1,21.1125,70.0025,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 12:00:00",1,4,2017,0,0,12,3
"2860",2860,2,"4/1/17 13:00",2,1,0,1,21.875,71.375,60.66,4.047,1,0,0,NA,NA,NA,NA,"2017-04-01 13:00:00",1,4,2017,0,0,13,2
"2861",2861,1,"4/1/17 14:00",2,1,0,1,22.6375,72.7475,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 14:00:00",1,4,2017,0,0,14,1
"2862",2862,0,"4/1/17 15:00",3,1,0,1,23.4,74.12,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 15:00:00",1,4,2017,0,0,15,0
"2863",2863,1,"4/1/17 16:00",3,1,0,1,24.35,75.83,222.73,14.859,2,2,0,NA,NA,NA,NA,"2017-04-01 16:00:00",1,4,2017,0,0,16,1
"2864",2864,4,"4/1/17 17:00",3,1,0,1,25.3,77.54,171.82,11.462,1,3,0,NA,NA,NA,NA,"2017-04-01 17:00:00",1,4,2017,0,0,17,4
"2865",2865,1,"4/1/17 18:00",3,1,0,1,25.3,77.54,104.96,7.002,1,1,0,NA,NA,NA,NA,"2017-04-01 18:00:00",1,4,2017,0,0,18,1
"2866",2866,1,"4/1/17 19:00",3,1,0,1,25.4,77.72,58.76,3.92,0,1,0,NA,NA,NA,NA,"2017-04-01 19:00:00",1,4,2017,0,0,19,1
"2867",2867,0,"4/1/17 20:00",3,1,0,1,24.9,76.82,53.65,3.579,0,1,0,NA,NA,NA,NA,"2017-04-01 20:00:00",1,4,2017,0,0,20,0
"2868",2868,2,"4/1/17 21:00",3,1,0,1,21.7,71.06,43.1,2.875,1,0,0,NA,NA,NA,NA,"2017-04-01 21:00:00",1,4,2017,0,0,21,2
"2869",2869,1,"4/1/17 22:00",4,1,0,1,20.5,68.9,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 22:00:00",1,4,2017,0,0,22,1
"2870",2870,1,"4/1/17 23:00",4,1,0,1,19.3,66.74,0,0,0,0,0,NA,NA,NA,NA,"2017-04-01 23:00:00",1,4,2017,0,0,23,1
"2871",2871,0,"4/2/17 0:00",4,1,0,1,18.86,65.948,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 00:00:00",2,4,2017,0,0,0,0
"2872",2872,0,"4/2/17 1:00",4,1,0,1,18.42,65.156,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 01:00:00",2,4,2017,0,0,1,0
"2873",2873,0,"4/2/17 2:00",4,1,0,1,17.98,64.364,34.21,2.282,0,1,0,NA,NA,NA,NA,"2017-04-02 02:00:00",2,4,2017,0,0,2,0
"2874",2874,0,"4/2/17 4:00",4,1,0,1,17.54,63.572,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 04:00:00",2,4,2017,0,0,4,0
"2875",2875,0,"4/2/17 5:00",1,1,0,1,17.1,62.78,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 05:00:00",2,4,2017,0,0,5,0
"2876",2876,0,"4/2/17 6:00",1,1,0,1,16.8875,62.3975,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 06:00:00",2,4,2017,0,0,6,0
"2877",2877,0,"4/2/17 7:00",1,1,0,1,16.675,62.015,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 07:00:00",2,4,2017,0,0,7,0
"2878",2878,0,"4/2/17 8:00",1,1,0,1,16.4625,61.6325,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 08:00:00",2,4,2017,0,0,8,0
"2879",2879,0,"4/2/17 9:00",1,1,0,1,16.25,61.25,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 09:00:00",2,4,2017,0,0,9,0
"2880",2880,0,"4/2/17 10:00",1,1,0,1,16.0375,60.8675,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 10:00:00",2,4,2017,0,0,10,0
"2881",2881,2,"4/2/17 11:00",2,1,0,1,15.825,60.485,57.53,3.838,0,1,0,NA,NA,NA,NA,"2017-04-02 11:00:00",2,4,2017,0,0,11,2
"2882",2882,0,"4/2/17 12:00",2,1,0,1,15.6125,60.1025,166.01,11.075,2,1,0,NA,NA,NA,NA,"2017-04-02 12:00:00",2,4,2017,0,0,12,0
"2883",2883,4,"4/2/17 13:00",2,1,0,1,15.4,59.72,0,0,0,0,0,NA,NA,NA,NA,"2017-04-02 13:00:00",2,4,2017,0,0,13,4
"2884",2884,0,"4/2/17 14:00",2,1,0,1,16.7,62.06,89.29,5.957,1,1,0,NA,NA,NA,NA,"2017-04-02 14:00:00",2,4,2017,0,0,14,0
"2885",2885,0,"4/2/17 15:00",3,1,0,1,19.5,67.1,14.95,0.997,0,1,0,NA,NA,NA,NA,"2017-04-02 15:00:00",2,4,2017,0,0,15,0
"2886",2886,2,"4/2/17 16:00",3,1,0,1,22.3,72.14,57.13,3.811,0,1,0,NA,NA,NA,NA,"2017-04-02 16:00:00",2,4,2017,0,0,16,2
"2887",2887,1,"4/2/17 17:00",3,1,0,1,22.9,73.22,56.81,3.79,1,0,0,NA,NA,NA,NA,"2017-04-02 17:00:00",2,4,2017,0,0,17,1
"2888",2888,0,"4/2/17 18:00",3,1,0,1,24.5,76.1,102.91,6.865,0,2,0,NA,NA,NA,NA,"2017-04-02 18:00:00",2,4,2017,0,0,18,0
"2889",2889,0,"4/2/17 19:00",3,1,0,1,25.6,78.08,59.03,3.938,1,0,0,NA,NA,NA,NA,"2017-04-02 19:00:00",2,4,2017,0,0,19,0
"2890",2890,0,"4/2/17 20:00",3,1,0,1,25.9,78.62,105.23,7.02,0,2,0,NA,NA,NA,NA,"2017-04-02 20:00:00",2,4,2017,0,0,20,0
"2891",2891,0,"4/2/17 21:00",3,1,0,1,26,78.8,213.11,14.217,1,3,0,NA,NA,NA,NA,"2017-04-02 21:00:00",2,4,2017,0,0,21,0
"2892",2892,0,"4/2/17 22:00",4,1,0,1,12.2,53.96,122.59,8.178,0,2,0,NA,NA,NA,NA,"2017-04-02 22:00:00",2,4,2017,0,0,22,0
"2893",2893,0,"4/2/17 23:00",4,1,0,1,23.2,73.76,176.71,11.789,1,3,0,NA,NA,NA,NA,"2017-04-02 23:00:00",2,4,2017,0,0,23,0
"2894",2894,0,"4/3/17 0:00",4,0,1,1,20.5,68.9,156.67,10.451,0,3,0,NA,NA,NA,NA,"2017-04-03 00:00:00",3,4,2017,0,0,0,0
"2895",2895,0,"4/3/17 1:00",4,0,1,1,17.7,63.86,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 01:00:00",3,4,2017,0,0,1,0
"2896",2896,0,"4/3/17 2:00",4,0,1,1,19.9,67.82,117.55,7.842,1,1,0,NA,NA,NA,NA,"2017-04-03 02:00:00",3,4,2017,0,0,2,0
"2897",2897,0,"4/3/17 3:00",4,0,1,1,23.1,73.58,88.5,5.904,2,0,0,NA,NA,NA,NA,"2017-04-03 03:00:00",3,4,2017,0,0,3,0
"2898",2898,0,"4/3/17 4:00",4,0,1,1,26.3,79.34,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 04:00:00",3,4,2017,0,0,4,0
"2899",2899,0,"4/3/17 5:00",1,0,1,1,27,80.6,159.89,10.666,1,3,0,NA,NA,NA,NA,"2017-04-03 05:00:00",3,4,2017,0,0,5,0
"2900",2900,0,"4/3/17 6:00",1,0,1,1,27.7,81.86,74.26,4.954,1,1,0,NA,NA,NA,NA,"2017-04-03 06:00:00",3,4,2017,0,0,6,0
"2901",2901,0,"4/3/17 7:00",1,0,1,1,28.8,83.84,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 07:00:00",3,4,2017,0,0,7,0
"2902",2902,0,"4/3/17 8:00",1,0,1,1,28.2,82.76,58.76,3.92,0,1,0,NA,NA,NA,NA,"2017-04-03 08:00:00",3,4,2017,0,0,8,0
"2903",2903,0,"4/3/17 9:00",1,0,1,1,25.15,77.27,59.42,3.964,0,1,0,NA,NA,NA,NA,"2017-04-03 09:00:00",3,4,2017,0,0,9,0
"2904",2904,1,"4/3/17 10:00",1,0,1,1,22.1,71.78,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 10:00:00",3,4,2017,0,0,10,1
"2905",2905,0,"4/3/17 11:00",2,0,1,1,20.9,69.62,55.13,3.678,0,1,0,NA,NA,NA,NA,"2017-04-03 11:00:00",3,4,2017,0,0,11,0
"2906",2906,0,"4/3/17 12:00",2,0,1,1,19.6,67.28,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 12:00:00",3,4,2017,0,0,12,0
"2907",2907,1,"4/3/17 13:00",2,0,1,1,18.9,66.02,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 13:00:00",3,4,2017,0,0,13,1
"2908",2908,1,"4/3/17 14:00",2,0,1,1,18.33333333,65,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 14:00:00",3,4,2017,0,0,14,1
"2909",2909,0,"4/3/17 15:00",3,0,1,1,17.76666667,63.98,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 15:00:00",3,4,2017,0,0,15,0
"2910",2910,1,"4/3/17 16:00",3,0,1,1,17.2,62.96,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 16:00:00",3,4,2017,0,0,16,1
"2911",2911,2,"4/3/17 17:00",3,0,1,1,16.63333333,61.94,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 17:00:00",3,4,2017,0,0,17,2
"2912",2912,1,"4/3/17 18:00",3,0,1,1,16.06666667,60.92,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 18:00:00",3,4,2017,0,0,18,1
"2913",2913,0,"4/3/17 19:00",3,0,1,1,15.5,59.9,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 19:00:00",3,4,2017,0,0,19,0
"2914",2914,1,"4/3/17 20:00",3,0,1,1,14.93333333,58.88,53.2,3.549,1,0,0,NA,NA,NA,NA,"2017-04-03 20:00:00",3,4,2017,0,0,20,1
"2915",2915,1,"4/3/17 21:00",3,0,1,1,14.36666667,57.86,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 21:00:00",3,4,2017,0,0,21,1
"2916",2916,0,"4/3/17 22:00",4,0,1,1,13.8,56.84,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 22:00:00",3,4,2017,0,0,22,0
"2917",2917,1,"4/3/17 23:00",4,0,1,1,16.16666667,61.1,0,0,0,0,0,NA,NA,NA,NA,"2017-04-03 23:00:00",3,4,2017,0,0,23,1
"2918",2918,0,"4/4/17 0:00",4,0,1,1,18.53333333,65.36,0.48,0.032,1,0,0,NA,NA,NA,NA,"2017-04-04 00:00:00",4,4,2017,0,0,0,0
"2919",2919,0,"4/4/17 1:00",4,0,1,1,20.9,69.62,58.31,3.89,1,0,0,NA,NA,NA,NA,"2017-04-04 01:00:00",4,4,2017,0,0,1,0
"2920",2920,1,"4/4/17 2:00",4,0,1,1,21.1,69.98,54.34,3.625,0,1,0,NA,NA,NA,NA,"2017-04-04 02:00:00",4,4,2017,0,0,2,1
"2921",2921,0,"4/4/17 3:00",4,0,1,1,25.3,77.54,49.35,3.292,0,1,0,NA,NA,NA,NA,"2017-04-04 03:00:00",4,4,2017,0,0,3,0
"2922",2922,0,"4/4/17 4:00",4,0,1,1,28.5,83.3,31.7,2.115,1,0,0,NA,NA,NA,NA,"2017-04-04 04:00:00",4,4,2017,0,0,4,0
"2923",2923,0,"4/4/17 5:00",1,0,1,1,28.3,82.94,69.17,4.615,0,2,0,NA,NA,NA,NA,"2017-04-04 05:00:00",4,4,2017,0,0,5,0
"2924",2924,0,"4/4/17 6:00",1,0,1,1,28.1,82.58,153.58,10.245,1,2,0,NA,NA,NA,NA,"2017-04-04 06:00:00",4,4,2017,0,0,6,0
"2925",2925,0,"4/4/17 7:00",1,0,1,1,28.3,82.94,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 07:00:00",4,4,2017,0,0,7,0
"2926",2926,0,"4/4/17 8:00",1,0,1,1,27.6,81.68,94.09,6.277,0,2,0,NA,NA,NA,NA,"2017-04-04 08:00:00",4,4,2017,0,0,8,0
"2927",2927,0,"4/4/17 9:00",1,0,1,1,24.5,76.1,36.88,2.46,0,1,0,NA,NA,NA,NA,"2017-04-04 09:00:00",4,4,2017,0,0,9,0
"2928",2928,1,"4/4/17 10:00",1,0,1,1,22.4,72.32,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 10:00:00",4,4,2017,0,0,10,1
"2929",2929,3,"4/4/17 11:00",2,0,1,1,19.8,67.64,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 11:00:00",4,4,2017,0,0,11,3
"2930",2930,0,"4/4/17 12:00",2,0,1,1,18.6,65.48,54.79,3.655,0,1,0,NA,NA,NA,NA,"2017-04-04 12:00:00",4,4,2017,0,0,12,0
"2931",2931,3,"4/4/17 13:00",2,0,1,1,17.4,63.32,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 13:00:00",4,4,2017,0,0,13,3
"2932",2932,0,"4/4/17 14:00",2,0,1,1,17.23333333,63.02,31.18,2.08,0,1,0,NA,NA,NA,NA,"2017-04-04 14:00:00",4,4,2017,0,0,14,0
"2933",2933,0,"4/4/17 15:00",3,0,1,1,17.06666667,62.72,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 15:00:00",4,4,2017,0,0,15,0
"2934",2934,1,"4/4/17 16:00",3,0,1,1,16.9,62.42,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 16:00:00",4,4,2017,0,0,16,1
"2935",2935,2,"4/4/17 17:00",3,0,1,1,16.43333333,61.58,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 17:00:00",4,4,2017,0,0,17,2
"2936",2936,1,"4/4/17 18:00",3,0,1,1,15.96666667,60.74,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 18:00:00",4,4,2017,0,0,18,1
"2937",2937,0,"4/4/17 19:00",3,0,1,1,15.5,59.9,0,0,0,0,0,NA,NA,NA,NA,"2017-04-04 19:00:00",4,4,2017,0,0,19,0
"2938",2938,0,"4/4/17 20:00",3,0,1,1,15.03333333,59.06,35.35,2.358,0,1,0,NA,NA,NA,NA,"2017-04-04 20:00:00",4,4,2017,0,0,20,0
"2939",2939,0,"4/4/17 21:00",3,0,1,1,14.56666667,58.22,47.67,3.18,0,1,0,NA,NA,NA,NA,"2017-04-04 21:00:00",4,4,2017,0,0,21,0
"2940",2940,1,"4/4/17 22:00",4,0,1,1,14.1,57.38,61.04,4.072,1,0,0,NA,NA,NA,NA,"2017-04-04 22:00:00",4,4,2017,0,0,22,1
"2941",2941,2,"4/4/17 23:00",4,0,1,1,15.1,59.18,45.9,3.062,0,1,0,NA,NA,NA,NA,"2017-04-04 23:00:00",4,4,2017,0,0,23,2
"2942",2942,1,"4/5/17 0:00",4,0,1,1,15.8,60.44,112.53,7.507,0,2,0,NA,NA,NA,NA,"2017-04-05 00:00:00",5,4,2017,0,0,0,1
"2943",2943,1,"4/5/17 1:00",4,0,1,1,17.4,63.32,154.67,10.319,2,1,0,NA,NA,NA,NA,"2017-04-05 01:00:00",5,4,2017,0,0,1,1
"2944",2944,0,"4/5/17 2:00",4,0,1,1,19.5,67.1,130.22,8.687,1,2,0,NA,NA,NA,NA,"2017-04-05 02:00:00",5,4,2017,0,0,2,0
"2945",2945,0,"4/5/17 3:00",4,0,1,1,21.1,69.98,64.85,4.326,1,0,0,NA,NA,NA,NA,"2017-04-05 03:00:00",5,4,2017,0,0,3,0
"2946",2946,0,"4/5/17 4:00",4,0,1,1,21.6,70.88,145.91,9.734,1,2,0,NA,NA,NA,NA,"2017-04-05 04:00:00",5,4,2017,0,0,4,0
"2947",2947,0,"4/5/17 5:00",1,0,1,1,22.9,73.22,128.37,8.563,2,1,0,NA,NA,NA,NA,"2017-04-05 05:00:00",5,4,2017,0,0,5,0
"2948",2948,0,"4/5/17 6:00",1,0,1,1,24.5,76.1,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 06:00:00",5,4,2017,0,0,6,0
"2949",2949,0,"4/5/17 7:00",1,0,1,1,25,77,91.12,6.079,0,2,0,NA,NA,NA,NA,"2017-04-05 07:00:00",5,4,2017,0,0,7,0
"2950",2950,0,"4/5/17 8:00",1,0,1,1,22.2,71.96,79.84,5.326,0,2,0,NA,NA,NA,NA,"2017-04-05 08:00:00",5,4,2017,0,0,8,0
"2951",2951,0,"4/5/17 9:00",1,0,1,1,19.4,66.92,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 09:00:00",5,4,2017,0,0,9,0
"2952",2952,1,"4/5/17 10:00",1,0,1,1,19.3,66.74,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 10:00:00",5,4,2017,0,0,10,1
"2953",2953,0,"4/5/17 11:00",2,0,1,1,18.75,65.75,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 11:00:00",5,4,2017,0,0,11,0
"2954",2954,0,"4/5/17 12:00",2,0,1,1,18.2,64.76,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 12:00:00",5,4,2017,0,0,12,0
"2955",2955,0,"4/5/17 13:00",2,0,1,1,17.65,63.77,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 13:00:00",5,4,2017,0,0,13,0
"2956",2956,0,"4/5/17 14:00",2,0,1,1,17.1,62.78,25.81,1.722,0,1,0,NA,NA,NA,NA,"2017-04-05 14:00:00",5,4,2017,0,0,14,0
"2957",2957,0,"4/5/17 15:00",3,0,1,1,16.55,61.79,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 15:00:00",5,4,2017,0,0,15,0
"2958",2958,1,"4/5/17 16:00",3,0,1,1,16,60.8,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 16:00:00",5,4,2017,0,0,16,1
"2959",2959,0,"4/5/17 17:00",3,0,1,1,15.92,60.656,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 17:00:00",5,4,2017,0,0,17,0
"2960",2960,0,"4/5/17 18:00",3,0,1,1,15.84,60.512,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 18:00:00",5,4,2017,0,0,18,0
"2961",2961,1,"4/5/17 19:00",3,0,1,1,15.76,60.368,54.89,3.662,0,1,0,NA,NA,NA,NA,"2017-04-05 19:00:00",5,4,2017,0,0,19,1
"2962",2962,1,"4/5/17 20:00",3,0,1,1,15.68,60.224,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 20:00:00",5,4,2017,0,0,20,1
"2963",2963,3,"4/5/17 21:00",3,0,1,1,15.6,60.08,28.71,1.915,0,1,0,NA,NA,NA,NA,"2017-04-05 21:00:00",5,4,2017,0,0,21,3
"2964",2964,1,"4/5/17 22:00",4,0,1,1,16.1,60.98,0,0,0,0,0,NA,NA,NA,NA,"2017-04-05 22:00:00",5,4,2017,0,0,22,1
"2965",2965,1,"4/5/17 23:00",4,0,1,1,16.6,61.88,106.14,7.081,0,2,0,NA,NA,NA,NA,"2017-04-05 23:00:00",5,4,2017,0,0,23,1
"2966",2966,1,"4/6/17 0:00",4,0,1,1,18.95,66.11,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 00:00:00",6,4,2017,0,0,0,1
"2967",2967,0,"4/6/17 1:00",4,0,1,1,21.3,70.34,96.91,6.465,0,2,0,NA,NA,NA,NA,"2017-04-06 01:00:00",6,4,2017,0,0,1,0
"2968",2968,0,"4/6/17 2:00",4,0,1,1,23.45,74.21,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 02:00:00",6,4,2017,0,0,2,0
"2969",2969,0,"4/6/17 3:00",4,0,1,1,25.6,78.08,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 03:00:00",6,4,2017,0,0,3,0
"2970",2970,0,"4/6/17 4:00",4,0,1,1,26.85,80.33,95.2,6.351,0,2,0,NA,NA,NA,NA,"2017-04-06 04:00:00",6,4,2017,0,0,4,0
"2971",2971,0,"4/6/17 5:00",1,0,1,1,28.1,82.58,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 05:00:00",6,4,2017,0,0,5,0
"2972",2972,0,"4/6/17 6:00",1,0,1,1,28.4,83.12,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 06:00:00",6,4,2017,0,0,6,0
"2973",2973,0,"4/6/17 7:00",1,0,1,1,27.1,80.78,161.98,10.806,1,2,0,NA,NA,NA,NA,"2017-04-06 07:00:00",6,4,2017,0,0,7,0
"2974",2974,0,"4/6/17 8:00",1,0,1,1,25.8,78.44,76.36,5.094,1,1,0,NA,NA,NA,NA,"2017-04-06 08:00:00",6,4,2017,0,0,8,0
"2975",2975,0,"4/6/17 9:00",1,0,1,1,24.5,76.1,118.96,7.936,0,2,0,NA,NA,NA,NA,"2017-04-06 09:00:00",6,4,2017,0,0,9,0
"2976",2976,0,"4/6/17 10:00",1,0,1,1,22.7,72.86,97.08,6.476,2,0,0,NA,NA,NA,NA,"2017-04-06 10:00:00",6,4,2017,0,0,10,0
"2977",2977,0,"4/6/17 11:00",2,0,1,1,21.4,70.52,60.03,4.005,0,1,0,NA,NA,NA,NA,"2017-04-06 11:00:00",6,4,2017,0,0,11,0
"2978",2978,0,"4/6/17 12:00",2,0,1,1,21.1,69.98,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 12:00:00",6,4,2017,0,0,12,0
"2979",2979,4,"4/6/17 13:00",2,0,1,1,19.9,67.82,0,0,0,0,0,NA,NA,NA,NA,"2017-04-06 13:00:00",6,4,2017,0,0,13,4
