"","X","pumps","datetimehourly","section","holiday","workday","weathertype","atemp","atemX","totalsales","quantity","newcustomer","returningcustomer","day.rushhour","day.rushhour.pumps","day.delivery.expected","day.delivery.expected.accuracy","day.consump.ave","timedatepos","day_col","month_col","year_col","second_col","min_col","hour_col","queueline"
"1",1,1,"12/3/16 0:00",4,1,0,2,14.5,58.1,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 00:00:00",3,12,2016,0,0,0,1
"2",2,1,"12/3/16 1:00",4,1,0,2,14.5,58.1,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 01:00:00",3,12,2016,0,0,1,1
"3",3,0,"12/3/16 2:00",4,1,0,2,15.125,59.225,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 02:00:00",3,12,2016,0,0,2,0
"4",4,1,"12/3/16 3:00",4,1,0,2,15.75,60.35,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 03:00:00",3,12,2016,0,0,3,1
"5",5,0,"12/3/16 4:00",4,1,0,2,16.375,61.475,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 04:00:00",3,12,2016,0,0,4,0
"6",6,0,"12/3/16 5:00",1,1,0,2,17,62.6,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 05:00:00",3,12,2016,0,0,5,0
"7",7,0,"12/3/16 6:00",1,1,0,2,17.625,63.725,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 06:00:00",3,12,2016,0,0,6,0
"8",8,0,"12/3/16 7:00",1,1,0,2,18.25,64.85,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 07:00:00",3,12,2016,0,0,7,0
"9",9,0,"12/3/16 8:00",1,1,0,2,18.875,65.975,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 08:00:00",3,12,2016,0,0,8,0
"10",10,0,"12/3/16 9:00",1,1,0,2,19.5,67.1,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 09:00:00",3,12,2016,0,0,9,0
"11",11,0,"12/3/16 10:00",1,1,0,2,20.125,68.225,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 10:00:00",3,12,2016,0,0,10,0
"12",12,0,"12/3/16 11:00",2,1,0,2,20.75,69.35,50.26,3.353,0,1,0,0,24,0.8,2.2,"2016-12-03 11:00:00",3,12,2016,0,0,11,0
"13",13,0,"12/3/16 12:00",2,1,0,2,21.375,70.475,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 12:00:00",3,12,2016,0,0,12,0
"14",14,0,"12/3/16 13:00",2,1,0,2,22,71.6,32.2,2.148,0,1,0,0,24,0.8,2.2,"2016-12-03 13:00:00",3,12,2016,0,0,13,0
"15",15,3,"12/3/16 14:00",2,1,0,2,22.6,72.68,145.29,9.693,0,3,1,3,24,0.8,2.2,"2016-12-03 14:00:00",3,12,2016,0,0,14,3
"16",16,2,"12/3/16 15:00",3,1,0,2,23.2,73.76,53.8,3.589,0,1,0,0,24,0.8,2.2,"2016-12-03 15:00:00",3,12,2016,0,0,15,2
"17",17,1,"12/3/16 16:00",3,1,0,2,24.8,76.64,44.36,2.959,0,1,0,0,24,0.8,2.2,"2016-12-03 16:00:00",3,12,2016,0,0,16,1
"18",18,0,"12/3/16 17:00",3,1,0,2,24.6,76.28,121.97,8.137,1,1,0,0,24,0.8,2.2,"2016-12-03 17:00:00",3,12,2016,0,0,17,0
"19",19,1,"12/3/16 18:00",3,1,0,2,22.7,72.86,47.52,3.17,0,1,0,0,24,0.8,2.2,"2016-12-03 18:00:00",3,12,2016,0,0,18,1
"20",20,4,"12/3/16 19:00",3,1,0,2,21,69.8,44.12,2.943,0,1,0,0,24,0.8,2.2,"2016-12-03 19:00:00",3,12,2016,0,0,19,4
"21",21,1,"12/3/16 20:00",3,1,0,2,20,68,44.51,2.969,0,1,0,0,24,0.8,2.2,"2016-12-03 20:00:00",3,12,2016,0,0,20,1
"22",22,1,"12/3/16 21:00",3,1,0,2,17.9,64.22,0,0,0,0,0,0,24,0.8,2.2,"2016-12-03 21:00:00",3,12,2016,0,0,21,1
"23",23,0,"12/3/16 22:00",4,1,0,2,17.1,62.78,117.88,7.864,0,2,0,0,24,0.8,2.2,"2016-12-03 22:00:00",3,12,2016,0,0,22,0
"24",24,2,"12/3/16 23:00",4,1,0,2,16.45,61.61,53.59,3.575,1,0,0,0,24,0.8,2.2,"2016-12-03 23:00:00",3,12,2016,0,0,23,2
"25",25,1,"12/4/16 0:00",4,1,0,2,15.8,60.44,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 00:00:00",4,12,2016,0,0,0,1
"26",26,1,"12/4/16 1:00",4,1,0,2,15.7,60.26,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 01:00:00",4,12,2016,0,0,1,1
"27",27,0,"12/4/16 2:00",4,1,0,2,15.94,60.692,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 02:00:00",4,12,2016,0,0,2,0
"28",28,0,"12/4/16 3:00",4,1,0,2,16.18,61.124,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 03:00:00",4,12,2016,0,0,3,0
"29",29,0,"12/4/16 4:00",4,1,0,2,16.42,61.556,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 04:00:00",4,12,2016,0,0,4,0
"30",30,0,"12/4/16 5:00",1,1,0,2,16.66,61.988,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 05:00:00",4,12,2016,0,0,5,0
"31",31,0,"12/4/16 6:00",1,1,0,2,16.9,62.42,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 06:00:00",4,12,2016,0,0,6,0
"32",32,0,"12/4/16 7:00",1,1,0,2,17.14,62.852,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 07:00:00",4,12,2016,0,0,7,0
"33",33,0,"12/4/16 8:00",1,1,0,2,17.38,63.284,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 08:00:00",4,12,2016,0,0,8,0
"34",34,0,"12/4/16 9:00",1,1,0,2,17.62,63.716,56.15,3.746,0,1,0,2,24,0.8,2.2,"2016-12-04 09:00:00",4,12,2016,0,0,9,0
"35",35,0,"12/4/16 10:00",1,1,0,2,17.86,64.148,125.91,8.4,0,2,0,2,24,0.8,2.2,"2016-12-04 10:00:00",4,12,2016,0,0,10,0
"36",36,0,"12/4/16 11:00",2,1,0,2,18.1,64.58,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 11:00:00",4,12,2016,0,0,11,0
"37",37,2,"12/4/16 12:00",2,1,0,2,22.1,71.78,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 12:00:00",4,12,2016,0,0,12,2
"38",38,0,"12/4/16 13:00",2,1,0,2,22.675,72.815,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 13:00:00",4,12,2016,0,0,13,0
"39",39,4,"12/4/16 14:00",2,1,0,2,23.25,73.85,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 14:00:00",4,12,2016,0,0,14,4
"40",40,0,"12/4/16 15:00",3,1,0,2,23.825,74.885,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 15:00:00",4,12,2016,0,0,15,0
"41",41,0,"12/4/16 16:00",3,1,0,2,24.4,75.92,64.7,4.316,0,1,0,2,24,0.8,2.2,"2016-12-04 16:00:00",4,12,2016,0,0,16,0
"42",42,2,"12/4/16 17:00",3,1,0,2,22.65,72.77,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 17:00:00",4,12,2016,0,0,17,2
"43",43,1,"12/4/16 18:00",3,1,0,2,20.9,69.62,41.96,2.799,0,1,0,2,24,0.8,2.2,"2016-12-04 18:00:00",4,12,2016,0,0,18,1
"44",44,0,"12/4/16 19:00",3,1,0,2,19.75,67.55,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 19:00:00",4,12,2016,0,0,19,0
"45",45,0,"12/4/16 20:00",3,1,0,2,18.6,65.48,45.21,3.016,0,1,0,2,24,0.8,2.2,"2016-12-04 20:00:00",4,12,2016,0,0,20,0
"46",46,0,"12/4/16 21:00",3,1,0,2,17.2,62.96,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 21:00:00",4,12,2016,0,0,21,0
"47",47,0,"12/4/16 22:00",4,1,0,2,15.8,60.44,0,0,0,0,0,2,24,0.8,2.2,"2016-12-04 22:00:00",4,12,2016,0,0,22,0
"48",48,0,"12/4/16 23:00",4,1,0,2,15.26666667,59.48,54.64,3.645,0,1,0,2,24,0.8,2.2,"2016-12-04 23:00:00",4,12,2016,0,0,23,0
"49",49,0,"12/5/16 0:00",4,0,1,2,14.73333333,58.52,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 00:00:00",5,12,2016,0,0,0,0
"50",50,0,"12/5/16 1:00",4,0,1,2,14.2,57.56,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 01:00:00",5,12,2016,0,0,1,0
"51",51,0,"12/5/16 2:00",4,0,1,2,14.0375,57.2675,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 02:00:00",5,12,2016,0,0,2,0
"52",52,0,"12/5/16 3:00",4,0,1,2,13.875,56.975,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 03:00:00",5,12,2016,0,0,3,0
"53",53,0,"12/5/16 4:00",4,0,1,2,13.7125,56.6825,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 04:00:00",5,12,2016,0,0,4,0
"54",54,0,"12/5/16 5:00",1,0,1,2,13.55,56.39,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 05:00:00",5,12,2016,0,0,5,0
"55",55,0,"12/5/16 6:00",1,0,1,2,13.3875,56.0975,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 06:00:00",5,12,2016,0,0,6,0
"56",56,0,"12/5/16 7:00",1,0,1,2,13.225,55.805,92.19,6.15,0,2,0,2,24,0.8,2.2,"2016-12-05 07:00:00",5,12,2016,0,0,7,0
"57",57,0,"12/5/16 8:00",1,0,1,2,13.0625,55.5125,51.27,3.42,0,1,0,2,24,0.8,2.2,"2016-12-05 08:00:00",5,12,2016,0,0,8,0
"58",58,0,"12/5/16 9:00",1,0,1,2,12.9,55.22,62.16,4.147,0,1,0,2,24,0.8,2.2,"2016-12-05 09:00:00",5,12,2016,0,0,9,0
"59",59,0,"12/5/16 10:00",1,0,1,2,15.1,59.18,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 10:00:00",5,12,2016,0,0,10,0
"60",60,1,"12/5/16 11:00",2,0,1,2,15.24,59.432,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 11:00:00",5,12,2016,0,0,11,1
"61",61,0,"12/5/16 12:00",2,0,1,2,15.38,59.684,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 12:00:00",5,12,2016,0,0,12,0
"62",62,0,"12/5/16 13:00",2,0,1,2,15.52,59.936,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 13:00:00",5,12,2016,0,0,13,0
"63",63,1,"12/5/16 14:00",2,0,1,2,15.66,60.188,67.02,4.471,0,1,0,2,24,0.8,2.2,"2016-12-05 14:00:00",5,12,2016,0,0,14,1
"64",64,1,"12/5/16 15:00",3,0,1,2,15.8,60.44,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 15:00:00",5,12,2016,0,0,15,1
"65",65,0,"12/5/16 16:00",3,0,1,2,15.94,60.692,60.26,4.02,0,1,0,2,24,0.8,2.2,"2016-12-05 16:00:00",5,12,2016,0,0,16,0
"66",66,1,"12/5/16 17:00",3,0,1,2,16.08,60.944,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 17:00:00",5,12,2016,0,0,17,1
"67",67,2,"12/5/16 18:00",3,0,1,2,16.22,61.196,57.05,3.806,0,1,0,2,24,0.8,2.2,"2016-12-05 18:00:00",5,12,2016,0,0,18,2
"68",68,1,"12/5/16 19:00",3,0,1,2,16.36,61.448,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 19:00:00",5,12,2016,0,0,19,1
"69",69,0,"12/5/16 20:00",3,0,1,2,16.5,61.7,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 20:00:00",5,12,2016,0,0,20,0
"70",70,1,"12/5/16 21:00",3,0,1,2,16.64,61.952,55.84,3.725,0,1,0,2,24,0.8,2.2,"2016-12-05 21:00:00",5,12,2016,0,0,21,1
"71",71,1,"12/5/16 22:00",4,0,1,2,16.78,62.204,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 22:00:00",5,12,2016,0,0,22,1
"72",72,0,"12/5/16 23:00",4,0,1,2,16.92,62.456,0,0,0,0,0,2,24,0.8,2.2,"2016-12-05 23:00:00",5,12,2016,0,0,23,0
"73",73,1,"12/6/16 0:00",4,0,1,2,17.06,62.708,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 00:00:00",6,12,2016,0,0,0,1
"74",74,0,"12/6/16 1:00",4,0,1,2,17.2,62.96,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 01:00:00",6,12,2016,0,0,1,0
"75",75,0,"12/6/16 2:00",4,0,1,2,17.34,63.212,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 02:00:00",6,12,2016,0,0,2,0
"76",76,1,"12/6/16 3:00",4,0,1,2,17.48,63.464,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 03:00:00",6,12,2016,0,0,3,1
"77",77,0,"12/6/16 4:00",4,0,1,2,17.62,63.716,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 04:00:00",6,12,2016,0,0,4,0
"78",78,0,"12/6/16 5:00",1,0,1,2,17.76,63.968,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 05:00:00",6,12,2016,0,0,5,0
"79",79,0,"12/6/16 6:00",1,0,1,2,17.9,64.22,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 06:00:00",6,12,2016,0,0,6,0
"80",80,0,"12/6/16 7:00",1,0,1,2,18.04,64.472,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 07:00:00",6,12,2016,0,0,7,0
"81",81,0,"12/6/16 8:00",1,0,1,2,18.18,64.724,50.91,3.396,0,1,0,2,24,0.8,2.2,"2016-12-06 08:00:00",6,12,2016,0,0,8,0
"82",82,0,"12/6/16 9:00",1,0,1,2,18.32,64.976,59.09,3.942,1,0,0,2,24,0.8,2.2,"2016-12-06 09:00:00",6,12,2016,0,0,9,0
"83",83,0,"12/6/16 10:00",1,0,1,2,18.46,65.228,55.15,3.679,0,1,0,2,24,0.8,2.2,"2016-12-06 10:00:00",6,12,2016,0,0,10,0
"84",84,1,"12/6/16 11:00",2,0,1,2,18.6,65.48,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 11:00:00",6,12,2016,0,0,11,1
"85",85,3,"12/6/16 12:00",2,0,1,2,18.74,65.732,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 12:00:00",6,12,2016,0,0,12,3
"86",86,0,"12/6/16 13:00",2,0,1,2,18.88,65.984,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 13:00:00",6,12,2016,0,0,13,0
"87",87,3,"12/6/16 14:00",2,0,1,2,19.02,66.236,134.24,8.955,1,2,0,2,24,0.8,2.2,"2016-12-06 14:00:00",6,12,2016,0,0,14,3
"88",88,0,"12/6/16 15:00",3,0,1,2,19.16,66.488,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 15:00:00",6,12,2016,0,0,15,0
"89",89,0,"12/6/16 16:00",3,0,1,2,19.3,66.74,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 16:00:00",6,12,2016,0,0,16,0
"90",90,1,"12/6/16 17:00",3,0,1,2,18.43333333,65.18,30.01,2.002,0,1,0,2,24,0.8,2.2,"2016-12-06 17:00:00",6,12,2016,0,0,17,1
"91",91,2,"12/6/16 18:00",3,0,1,2,17.56666667,63.62,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 18:00:00",6,12,2016,0,0,18,2
"92",92,1,"12/6/16 19:00",3,0,1,1,16.7,62.06,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 19:00:00",6,12,2016,0,0,19,1
"93",93,0,"12/6/16 20:00",3,0,1,1,15.86666667,60.56,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 20:00:00",6,12,2016,0,0,20,0
"94",94,0,"12/6/16 21:00",3,0,1,1,15.03333333,59.06,61.55,4.106,0,1,0,2,24,0.8,2.2,"2016-12-06 21:00:00",6,12,2016,0,0,21,0
"95",95,0,"12/6/16 22:00",4,0,1,1,14.2,57.56,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 22:00:00",6,12,2016,0,0,22,0
"96",96,1,"12/6/16 23:00",4,0,1,1,13.6,56.48,0,0,0,0,0,2,24,0.8,2.2,"2016-12-06 23:00:00",6,12,2016,0,0,23,1
"97",97,2,"12/7/16 0:00",4,0,1,1,13.275,55.895,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 00:00:00",7,12,2016,0,0,0,2
"98",98,1,"12/7/16 1:00",4,0,1,1,12.95,55.31,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 01:00:00",7,12,2016,0,0,1,1
"99",99,1,"12/7/16 2:00",4,0,1,1,12.625,54.725,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 02:00:00",7,12,2016,0,0,2,1
"100",100,0,"12/7/16 3:00",4,0,1,1,12.3,54.14,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 03:00:00",7,12,2016,0,0,3,0
"101",101,0,"12/7/16 4:00",4,0,1,1,11.975,53.555,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 04:00:00",7,12,2016,0,0,4,0
"102",102,0,"12/7/16 5:00",1,0,1,1,11.65,52.97,44.82,2.99,0,1,0,2,24,0.8,2.2,"2016-12-07 05:00:00",7,12,2016,0,0,5,0
"103",103,0,"12/7/16 6:00",1,0,1,1,11.325,52.385,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 06:00:00",7,12,2016,0,0,6,0
"104",104,0,"12/7/16 7:00",1,0,1,1,11,51.8,60.48,4.035,0,1,0,2,24,0.8,2.2,"2016-12-07 07:00:00",7,12,2016,0,0,7,0
"105",105,0,"12/7/16 8:00",1,0,1,1,10.95,51.71,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 08:00:00",7,12,2016,0,0,8,0
"106",106,0,"12/7/16 9:00",1,0,1,1,10.9,51.62,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 09:00:00",7,12,2016,0,0,9,0
"107",107,0,"12/7/16 10:00",1,0,1,1,13.06666667,55.52,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 10:00:00",7,12,2016,0,0,10,0
"108",108,1,"12/7/16 11:00",2,0,1,1,15.23333333,59.42,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 11:00:00",7,12,2016,0,0,11,1
"109",109,0,"12/7/16 12:00",2,0,1,1,17.4,63.32,50.8,3.389,0,1,0,2,24,0.8,2.2,"2016-12-07 12:00:00",7,12,2016,0,0,12,0
"110",110,0,"12/7/16 13:00",2,0,1,1,18.65,65.57,57.31,3.823,0,1,0,2,24,0.8,2.2,"2016-12-07 13:00:00",7,12,2016,0,0,13,0
"111",111,0,"12/7/16 14:00",2,0,1,1,19.9,67.82,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 14:00:00",7,12,2016,0,0,14,0
"112",112,0,"12/7/16 15:00",3,0,1,1,20.8,69.44,42.44,2.831,0,1,0,2,24,0.8,2.2,"2016-12-07 15:00:00",7,12,2016,0,0,15,0
"113",113,0,"12/7/16 16:00",3,0,1,1,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 16:00:00",7,12,2016,0,0,16,0
"114",114,1,"12/7/16 17:00",3,0,1,1,21.2,70.16,108.28,7.224,0,2,0,2,24,0.8,2.2,"2016-12-07 17:00:00",7,12,2016,0,0,17,1
"115",115,0,"12/7/16 18:00",3,0,1,1,19,66.2,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 18:00:00",7,12,2016,0,0,18,0
"116",116,0,"12/7/16 19:00",3,0,1,1,16.8,62.24,26.22,1.749,0,1,0,2,24,0.8,2.2,"2016-12-07 19:00:00",7,12,2016,0,0,19,0
"117",117,1,"12/7/16 20:00",3,0,1,1,17.9,64.22,87.65,5.847,0,2,0,2,24,0.8,2.2,"2016-12-07 20:00:00",7,12,2016,0,0,20,1
"118",118,1,"12/7/16 21:00",3,0,1,1,17.5,63.5,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 21:00:00",7,12,2016,0,0,21,1
"119",119,3,"12/7/16 22:00",4,0,1,1,17.3,63.14,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 22:00:00",7,12,2016,0,0,22,3
"120",120,1,"12/7/16 23:00",4,0,1,1,16.93333333,62.48,0,0,0,0,0,2,24,0.8,2.2,"2016-12-07 23:00:00",7,12,2016,0,0,23,1
"121",121,1,"12/8/16 0:00",4,0,1,1,16.56666667,61.82,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 00:00:00",8,12,2016,0,0,0,1
"122",122,1,"12/8/16 1:00",4,0,1,1,16.2,61.16,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 01:00:00",8,12,2016,0,0,1,1
"123",123,0,"12/8/16 2:00",4,0,1,1,15.83333333,60.5,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 02:00:00",8,12,2016,0,0,2,0
"124",124,0,"12/8/16 3:00",4,0,1,1,15.46666667,59.84,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 03:00:00",8,12,2016,0,0,3,0
"125",125,0,"12/8/16 4:00",4,0,1,1,15.1,59.18,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 04:00:00",8,12,2016,0,0,4,0
"126",126,0,"12/8/16 5:00",1,0,1,1,14.73333333,58.52,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 05:00:00",8,12,2016,0,0,5,0
"127",127,0,"12/8/16 6:00",1,0,1,1,14.36666667,57.86,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 06:00:00",8,12,2016,0,0,6,0
"128",128,0,"12/8/16 7:00",1,0,1,1,14,57.2,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 07:00:00",8,12,2016,0,0,7,0
"129",129,0,"12/8/16 8:00",1,0,1,1,13.63333333,56.54,58.31,3.89,0,1,0,2,24,0.8,2.2,"2016-12-08 08:00:00",8,12,2016,0,0,8,0
"130",130,0,"12/8/16 9:00",1,0,1,3,13.26666667,55.88,53.9,3.596,0,1,0,2,24,0.8,2.2,"2016-12-08 09:00:00",8,12,2016,0,0,9,0
"131",131,0,"12/8/16 10:00",1,0,1,3,12.9,55.22,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 10:00:00",8,12,2016,0,0,10,0
"132",132,0,"12/8/16 11:00",2,0,1,3,17.6,63.68,24.97,1.666,0,1,0,2,24,0.8,2.2,"2016-12-08 11:00:00",8,12,2016,0,0,11,0
"133",133,0,"12/8/16 12:00",2,0,1,3,19.25,66.65,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 12:00:00",8,12,2016,0,0,12,0
"134",134,0,"12/8/16 13:00",2,0,1,3,20.9,69.62,21.33,1.423,1,0,0,2,24,0.8,2.2,"2016-12-08 13:00:00",8,12,2016,0,0,13,0
"135",135,4,"12/8/16 14:00",2,0,1,3,21.05,69.89,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 14:00:00",8,12,2016,0,0,14,4
"136",136,2,"12/8/16 15:00",3,0,1,3,21.2,70.16,86.48,5.769,2,0,0,2,24,0.8,2.2,"2016-12-08 15:00:00",8,12,2016,0,0,15,2
"137",137,1,"12/8/16 16:00",3,0,1,3,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 16:00:00",8,12,2016,0,0,16,1
"138",138,0,"12/8/16 17:00",3,0,1,3,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 17:00:00",8,12,2016,0,0,17,0
"139",139,2,"12/8/16 18:00",3,0,1,3,20.08333333,68.15,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 18:00:00",8,12,2016,0,0,18,2
"140",140,0,"12/8/16 19:00",3,0,1,3,18.96666667,66.14,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 19:00:00",8,12,2016,0,0,19,0
"141",141,1,"12/8/16 20:00",3,0,1,3,17.85,64.13,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 20:00:00",8,12,2016,0,0,20,1
"142",142,1,"12/8/16 21:00",3,0,1,3,16.73333333,62.12,59.97,4.001,0,1,0,2,24,0.8,2.2,"2016-12-08 21:00:00",8,12,2016,0,0,21,1
"143",143,1,"12/8/16 22:00",4,0,1,3,15.61666667,60.11,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 22:00:00",8,12,2016,0,0,22,1
"144",144,3,"12/8/16 23:00",4,0,1,3,14.5,58.1,0,0,0,0,0,2,24,0.8,2.2,"2016-12-08 23:00:00",8,12,2016,0,0,23,3
"145",145,0,"12/9/16 0:00",4,0,1,3,14.1,57.38,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 00:00:00",9,12,2016,0,0,0,0
"146",146,0,"12/9/16 1:00",4,0,1,3,13.7,56.66,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 01:00:00",9,12,2016,0,0,1,0
"147",147,0,"12/9/16 2:00",4,0,1,3,13.3,55.94,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 02:00:00",9,12,2016,0,0,2,0
"148",148,1,"12/9/16 3:00",4,0,1,3,12.9,55.22,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 03:00:00",9,12,2016,0,0,3,1
"149",149,0,"12/9/16 4:00",4,0,1,3,12.5,54.5,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 04:00:00",9,12,2016,0,0,4,0
"150",150,0,"12/9/16 5:00",1,0,1,3,12.1,53.78,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 05:00:00",9,12,2016,0,0,5,0
"151",151,0,"12/9/16 6:00",1,0,1,3,11.7,53.06,39.77,2.653,0,1,0,2,24,0.8,2.2,"2016-12-09 06:00:00",9,12,2016,0,0,6,0
"152",152,0,"12/9/16 7:00",1,0,1,3,11.3,52.34,23.41,1.562,1,0,0,2,24,0.8,2.2,"2016-12-09 07:00:00",9,12,2016,0,0,7,0
"153",153,0,"12/9/16 8:00",1,0,1,3,10.9,51.62,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 08:00:00",9,12,2016,0,0,8,0
"154",154,0,"12/9/16 9:00",1,0,1,3,11.5,52.7,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 09:00:00",9,12,2016,0,0,9,0
"155",155,0,"12/9/16 10:00",1,0,1,3,14.3,57.74,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 10:00:00",9,12,2016,0,0,10,0
"156",156,0,"12/9/16 11:00",2,0,1,3,17.1,62.78,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 11:00:00",9,12,2016,0,0,11,0
"157",157,0,"12/9/16 12:00",2,0,1,3,17.2,62.96,105.14,7.014,0,2,0,2,24,0.8,2.2,"2016-12-09 12:00:00",9,12,2016,0,0,12,0
"158",158,0,"12/9/16 13:00",2,0,1,3,18.35,65.03,61.44,4.099,0,1,0,2,24,0.8,2.2,"2016-12-09 13:00:00",9,12,2016,0,0,13,0
"159",159,0,"12/9/16 14:00",2,0,1,3,19.5,67.1,27.43,1.83,0,1,0,2,24,0.8,2.2,"2016-12-09 14:00:00",9,12,2016,0,0,14,0
"160",160,1,"12/9/16 15:00",3,0,1,3,22.2,71.96,0,0,0,0,0,2,24,0.8,2.2,"2016-12-09 15:00:00",9,12,2016,0,0,15,1
