"","datetimehour","pt100_h2","pt11_h2","pt200_pressure","pt250_pressure","pt930_left","pt931_right","asDate","day_col","month_col","year_col","second_col","min_col","hour_col"
"342","28/04/2017 15:10:00 ",96.209487915,95.633682251,458.984375,853.9496459961,95.0347213745,76.4270858765,2017-04-28 15:10:00,28,4,2017,0,10,15
"343","28/04/2017 15:00:00 ",96.498840332,98.2291641235,448.8570556641,853.0816040039,95.194442749,76.3472213745,2017-04-28 15:00:00,28,4,2017,0,0,15
"344","28/04/2017 14:50:00 ",101.056137085,102.821182251,433.5214233398,852.7922363281,94.7152786255,76.3472213745,2017-04-28 14:50:00,28,4,2017,0,50,14
"345","28/04/2017 14:40:00 ",108.4346084595,107.8125,415.5816040039,837.7459716797,94.6354141235,76.267364502,2017-04-28 14:40:00,28,4,2017,0,40,14
"346","28/04/2017 14:30:00 ",108.1452560425,107.6128463745,460.4311218262,853.6602783203,94.7152786255,76.267364502,2017-04-28 14:30:00,28,4,2017,0,30,14
"347","28/04/2017 14:20:00 ",107.928237915,107.2135391235,459.563079834,853.6602783203,94.6354141235,76.267364502,2017-04-28 14:20:00,28,4,2017,0,20,14
"348","28/04/2017 14:10:00 ",107.711227417,107.013885498,459.2737121582,853.6602783203,94.7152786255,76.1875,2017-04-28 14:10:00,28,4,2017,0,10,14
"349","28/04/2017 14:00:00 ",107.4942092896,106.814239502,458.984375,852.7922363281,94.555557251,76.0277786255,2017-04-28 14:00:00,28,4,2017,0,0,14
"350","28/04/2017 13:50:00 ",107.0601882935,106.2152786255,459.563079834,852.5028686523,94.236114502,75.9479141235,2017-04-28 13:50:00,28,4,2017,0,50,13
"351","28/04/2017 13:40:00 ",108.796295166,110.2083358765,446.2528991699,852.2135620117,93.9965286255,75.788192749,2017-04-28 13:40:00,28,4,2017,0,40,13
"352","28/04/2017 13:30:00 ",115.523727417,115,431.4959411621,852.2135620117,93.9166641235,75.6284713745,2017-04-28 13:30:00,28,4,2017,0,30,13
"353","28/04/2017 13:20:00 ",120.0810165405,119.1927108765,417.3177185059,852.2135620117,93.9965286255,75.6284713745,2017-04-28 13:20:00,28,4,2017,0,20,13
"354","28/04/2017 13:10:00 ",124.493637085,123.7847213745,403.139465332,851.6348266602,93.5972213745,75.46875,2017-04-28 13:10:00,28,4,2017,0,10,13
"355","28/04/2017 13:00:00 ",129.123260498,128.576385498,389.250579834,851.3454589844,93.357635498,75.149307251,2017-04-28 13:00:00,28,4,2017,0,0,13
"356","28/04/2017 12:50:00 ",133.7528991699,132.96875,375.3616943359,851.3454589844,93.1979141235,75.069442749,2017-04-28 12:50:00,28,4,2017,0,50,12
"357","28/04/2017 12:40:00 ",135.9953765869,137.7604217529,361.7621459961,851.3454589844,93.118057251,74.829864502,2017-04-28 12:40:00,28,4,2017,0,40,12
"358","28/04/2017 12:30:00 ",143.0121459961,142.1527709961,368.4172363281,811.9936523438,92.9583358765,74.670135498,2017-04-28 12:30:00,28,4,2017,0,30,12
"359","28/04/2017 12:20:00 ",147.641784668,146.944442749,397.9311218262,816.6232910156,92.798614502,74.430557251,2017-04-28 12:20:00,28,4,2017,0,20,12
"360","28/04/2017 12:10:00 ",142.795135498,151.736114502,428.6024169922,852.5028686523,92.71875,74.1909713745,2017-04-28 12:10:00,28,4,2017,0,10,12
"361","28/04/2017 12:00:00 ",144.0972290039,156.727432251,405.454284668,856.5538330078,92.5590286255,73.7916641235,2017-04-28 12:00:00,28,4,2017,0,0,12
"362","28/04/2017 11:50:00 ",158.203125,157.725692749,459.2737121582,853.9496459961,92.319442749,73.392364502,2017-04-28 11:50:00,28,4,2017,0,50,11
"363","28/04/2017 11:40:00 ",158.0584564209,157.5260467529,459.2737121582,853.9496459961,92.2395858765,73.0729141235,2017-04-28 11:40:00,28,4,2017,0,40,11
"364","28/04/2017 11:30:00 ",157.986114502,157.126739502,458.984375,853.9496459961,92,72.673614502,2017-04-28 11:30:00,28,4,2017,0,30,11
"365","28/04/2017 11:20:00 ",150.8246459961,149.939239502,458.6950378418,854.2390136719,91.8402786255,72.4340286255,2017-04-28 11:20:00,28,4,2017,0,20,11
"366","28/04/2017 11:10:00 ",141.420715332,140.7552032471,453.7760314941,853.9496459961,91.7604141235,72.194442749,2017-04-28 11:10:00,28,4,2017,0,10,11
"367","28/04/2017 11:00:00 ",146.195022583,145.546875,439.0191040039,854.2390136719,91.4409713745,71.954864502,2017-04-28 11:00:00,28,4,2017,0,0,11
"368","28/04/2017 10:50:00 ",143.156829834,150.138885498,423.9728088379,854.5283813477,91.201385498,71.795135498,2017-04-28 10:50:00,28,4,2017,0,50,10
"369","28/04/2017 10:40:00 ",154.2245330811,154.930557251,437.8616943359,852.7922363281,91.0416641235,71.6354141235,2017-04-28 10:40:00,28,4,2017,0,40,10
"370","28/04/2017 10:30:00 ",159.649887085,160.1215209961,421.657989502,832.5375976562,90.7222213745,71.555557251,2017-04-28 10:30:00,28,4,2017,0,30,10
"371","28/04/2017 10:20:00 ",159.5052032471,160.1215209961,458.984375,849.609375,90.642364502,71.555557251,2017-04-28 10:20:00,28,4,2017,0,20,10
"372","28/04/2017 10:10:00 ",158.9264984131,160.720489502,458.984375,850.1880493164,90.7222213745,71.475692749,2017-04-28 10:10:00,28,4,2017,0,10,10
"373","28/04/2017 10:00:00 ",141.9270782471,146.545135498,455.8015136719,849.8987426758,90.5625,71.3958358765,2017-04-28 10:00:00,28,4,2017,0,0,10
"374","28/04/2017 09:50:00 ",142.795135498,149.140625,436.9936218262,849.8987426758,90.243057251,71.3958358765,2017-04-28 09:50:00,28,4,2017,0,50,9
"375","28/04/2017 09:40:00 ",152.7777709961,151.935760498,423.1047363281,850.1880493164,90.0034713745,71.3958358765,2017-04-28 09:40:00,28,4,2017,0,40,9
"376","28/04/2017 09:30:00 ",154.3692169189,154.930557251,408.9265136719,850.766784668,89.763885498,71.236114502,2017-04-28 09:30:00,28,4,2017,0,30,9
"377","28/04/2017 09:20:00 ",154.9479217529,157.9253540039,391.5653991699,853.9496459961,89.444442749,71.236114502,2017-04-28 09:20:00,28,4,2017,0,20,9
"378","28/04/2017 09:10:00 ",157.335067749,156.727432251,450.8825378418,842.954284668,89.204864502,71.236114502,2017-04-28 09:10:00,28,4,2017,0,10,9
"379","28/04/2017 09:00:00 ",142.867477417,142.1527709961,450.593170166,843.5329589844,89.125,71.236114502,2017-04-28 09:00:00,28,4,2017,0,0,9
"380","28/04/2017 08:50:00 ",142.867477417,142.1527709961,450.8825378418,843.5329589844,88.805557251,71.236114502,2017-04-28 08:50:00,28,4,2017,0,50,8
"381","28/04/2017 08:40:00 ",142.867477417,142.1527709961,450.8825378418,843.8223266602,88.805557251,71.236114502,2017-04-28 08:40:00,28,4,2017,0,40,8
"382","28/04/2017 08:30:00 ",142.9398193359,142.1527709961,450.8825378418,843.8223266602,88.805557251,71.236114502,2017-04-28 08:30:00,28,4,2017,0,30,8
"383","28/04/2017 08:20:00 ",142.9398193359,142.1527709961,451.4612121582,844.1116943359,88.805557251,71.236114502,2017-04-28 08:20:00,28,4,2017,0,20,8
"384","28/04/2017 08:10:00 ",143.0121459961,142.1527709961,451.4612121582,844.1116943359,88.805557251,71.236114502,2017-04-28 08:10:00,28,4,2017,0,10,8
"385","28/04/2017 08:00:00 ",143.156829834,142.5520782471,451.4612121582,844.4010620117,88.9652786255,71.3958358765,2017-04-28 08:00:00,28,4,2017,0,0,8
"386","28/04/2017 07:50:00 ",143.156829834,142.5520782471,451.750579834,844.4010620117,89.045135498,71.3958358765,2017-04-28 07:50:00,28,4,2017,0,50,7
"387","28/04/2017 07:40:00 ",143.156829834,142.5520782471,451.750579834,844.4010620117,89.045135498,71.3958358765,2017-04-28 07:40:00,28,4,2017,0,40,7
"388","28/04/2017 07:30:00 ",143.2291717529,142.5520782471,451.750579834,844.9797363281,89.125,71.3958358765,2017-04-28 07:30:00,28,4,2017,0,30,7
"389","28/04/2017 07:20:00 ",143.3014984131,142.5520782471,451.750579834,845.2691040039,89.204864502,71.475692749,2017-04-28 07:20:00,28,4,2017,0,20,7
"390","28/04/2017 07:10:00 ",143.3014984131,142.5520782471,452.0399169922,844.9797363281,89.204864502,71.475692749,2017-04-28 07:10:00,28,4,2017,0,10,7
"391","28/04/2017 07:00:00 ",143.3014984131,142.751739502,452.0399169922,845.2691040039,89.204864502,71.475692749,2017-04-28 07:00:00,28,4,2017,0,0,7
"392","28/04/2017 06:50:00 ",143.373840332,142.751739502,452.0399169922,845.2691040039,89.3645858765,71.475692749,2017-04-28 06:50:00,28,4,2017,0,50,6
"393","28/04/2017 06:40:00 ",143.373840332,142.751739502,452.329284668,845.5584716797,89.3645858765,71.475692749,2017-04-28 06:40:00,28,4,2017,0,40,6
"394","28/04/2017 06:30:00 ",143.5185241699,142.751739502,452.0399169922,845.8477783203,89.3645858765,71.475692749,2017-04-28 06:30:00,28,4,2017,0,30,6
"395","28/04/2017 06:20:00 ",143.5185241699,142.751739502,452.329284668,846.4265136719,89.3645858765,71.475692749,2017-04-28 06:20:00,28,4,2017,0,20,6
"396","28/04/2017 06:10:00 ",143.5908508301,142.751739502,452.329284668,846.4265136719,89.444442749,71.555557251,2017-04-28 06:10:00,28,4,2017,0,10,6
"397","28/04/2017 06:00:00 ",143.5908508301,142.951385498,452.329284668,846.7158813477,89.444442749,71.555557251,2017-04-28 06:00:00,28,4,2017,0,0,6
"398","28/04/2017 05:50:00 ",143.663192749,142.951385498,452.907989502,846.7158813477,89.444442749,71.555557251,2017-04-28 05:50:00,28,4,2017,0,50,5
"399","28/04/2017 05:40:00 ",143.663192749,142.951385498,452.329284668,847.0051879883,89.444442749,71.555557251,2017-04-28 05:40:00,28,4,2017,0,40,5
"400","28/04/2017 05:30:00 ",143.735534668,142.951385498,452.907989502,847.2945556641,89.524307251,71.555557251,2017-04-28 05:30:00,28,4,2017,0,30,5
"401","28/04/2017 05:20:00 ",143.8802032471,143.1510467529,452.907989502,847.2945556641,89.524307251,71.555557251,2017-04-28 05:20:00,28,4,2017,0,20,5
"402","28/04/2017 05:10:00 ",143.8802032471,143.1510467529,452.907989502,847.2945556641,89.524307251,71.6354141235,2017-04-28 05:10:00,28,4,2017,0,10,5
"403","28/04/2017 05:00:00 ",143.952545166,143.1510467529,453.4866943359,847.8732910156,89.524307251,71.6354141235,2017-04-28 05:00:00,28,4,2017,0,0,5
"404","28/04/2017 04:50:00 ",144.024887085,143.1510467529,453.1973266602,848.1625976562,89.524307251,71.6354141235,2017-04-28 04:50:00,28,4,2017,0,50,4
"405","28/04/2017 04:40:00 ",144.024887085,143.1510467529,453.4866943359,848.1625976562,89.6041641235,71.6354141235,2017-04-28 04:40:00,28,4,2017,0,40,4
"406","28/04/2017 04:30:00 ",144.0972290039,143.5503540039,453.7760314941,848.451965332,89.763885498,71.795135498,2017-04-28 04:30:00,28,4,2017,0,30,4
"407","28/04/2017 04:20:00 ",144.241897583,143.5503540039,453.7760314941,848.451965332,89.763885498,71.795135498,2017-04-28 04:20:00,28,4,2017,0,20,4
"408","28/04/2017 04:10:00 ",144.241897583,143.5503540039,453.7760314941,848.7413330078,89.763885498,71.795135498,2017-04-28 04:10:00,28,4,2017,0,10,4
"409","28/04/2017 04:00:00 ",144.314239502,143.5503540039,454.3547363281,848.7413330078,89.84375,71.795135498,2017-04-28 04:00:00,28,4,2017,0,0,4
"410","28/04/2017 03:50:00 ",144.3865814209,143.75,454.3547363281,848.7413330078,89.84375,71.795135498,2017-04-28 03:50:00,28,4,2017,0,50,3
"411","28/04/2017 03:40:00 ",144.3865814209,143.75,454.6441040039,849.3200073242,89.84375,71.875,2017-04-28 03:40:00,28,4,2017,0,40,3
"412","28/04/2017 03:30:00 ",144.4589080811,143.75,454.6441040039,849.3200073242,89.84375,71.875,2017-04-28 03:30:00,28,4,2017,0,30,3
"413","28/04/2017 03:20:00 ",144.6035919189,143.75,454.6441040039,849.609375,89.84375,71.875,2017-04-28 03:20:00,28,4,2017,0,20,3
"414","28/04/2017 03:10:00 ",144.6759185791,143.9496459961,454.9334411621,849.609375,89.923614502,71.954864502,2017-04-28 03:10:00,28,4,2017,0,10,3
"415","28/04/2017 03:00:00 ",144.748260498,143.9496459961,454.9334411621,849.8987426758,90.0034713745,71.954864502,2017-04-28 03:00:00,28,4,2017,0,0,3
"416","28/04/2017 02:50:00 ",144.748260498,143.9496459961,455.2228088379,849.8987426758,90.163192749,71.954864502,2017-04-28 02:50:00,28,4,2017,0,50,2
"417","28/04/2017 02:40:00 ",144.820602417,144.149307251,455.8015136719,850.1880493164,90.163192749,72.0347213745,2017-04-28 02:40:00,28,4,2017,0,40,2
"418","28/04/2017 02:30:00 ",144.9652709961,144.149307251,455.8015136719,850.766784668,90.243057251,72.0347213745,2017-04-28 02:30:00,28,4,2017,0,30,2
"419","28/04/2017 02:20:00 ",145.037612915,144.149307251,456.0908508301,850.766784668,90.3229141235,72.0347213745,2017-04-28 02:20:00,28,4,2017,0,20,2
"420","28/04/2017 02:10:00 ",145.037612915,144.149307251,456.0908508301,850.766784668,90.3229141235,72.0347213745,2017-04-28 02:10:00,28,4,2017,0,10,2
"421","28/04/2017 02:00:00 ",145.109954834,144.548614502,456.3802185059,850.766784668,90.4027786255,72.0347213745,2017-04-28 02:00:00,28,4,2017,0,0,2
"422","28/04/2017 01:50:00 ",145.1822967529,144.548614502,456.3802185059,851.0561523438,90.4027786255,72.194442749,2017-04-28 01:50:00,28,4,2017,0,50,1
"423","28/04/2017 01:40:00 ",145.326965332,144.548614502,456.6695556641,851.0561523438,90.4027786255,72.194442749,2017-04-28 01:40:00,28,4,2017,0,40,1
"424","28/04/2017 01:30:00 ",145.399307251,144.748260498,456.6695556641,851.0561523438,90.4027786255,72.194442749,2017-04-28 01:30:00,28,4,2017,0,30,1
"425","28/04/2017 01:20:00 ",145.399307251,144.748260498,456.6695556641,851.3454589844,90.5625,72.194442749,2017-04-28 01:20:00,28,4,2017,0,20,1
"426","28/04/2017 01:10:00 ",145.5439758301,144.748260498,457.248260498,851.6348266602,90.5625,72.274307251,2017-04-28 01:10:00,28,4,2017,0,10,1
"427","28/04/2017 01:00:00 ",145.688659668,144.9479217529,457.248260498,851.6348266602,90.642364502,72.274307251,2017-04-28 01:00:00,28,4,2017,0,0,1
"428","28/04/2017 00:50:00 ",145.688659668,144.9479217529,457.826965332,851.6348266602,90.642364502,72.274307251,2017-04-28 00:50:00,28,4,2017,0,50,0
"429","28/04/2017 00:40:00 ",145.8333282471,144.9479217529,457.826965332,852.2135620117,90.642364502,72.274307251,2017-04-28 00:40:00,28,4,2017,0,40,0
"430","28/04/2017 00:30:00 ",146.484375,145.7465209961,458.6950378418,852.5028686523,90.8020858765,72.3541641235,2017-04-28 00:30:00,28,4,2017,0,30,0
"431","28/04/2017 00:20:00 ",134.1145782471,133.5677032471,459.563079834,852.5028686523,90.8020858765,72.3541641235,2017-04-28 00:20:00,28,4,2017,0,20,0
"432","28/04/2017 00:10:00 ",118.561920166,119.991317749,445.9635314941,852.5028686523,90.8020858765,72.3541641235,2017-04-28 00:10:00,28,4,2017,0,10,0
"433","28/04/2017 00:00:00 ",97.439239502,99.227432251,431.7853088379,852.7922363281,90.961807251,72.3541641235,2017-04-28 00:00:00,28,4,2017,0,0,0
"434","27/04/2017 23:50:00 ",100.188079834,99.227432251,418.185760498,835.7204589844,90.8020858765,72.3541641235,2017-04-27 23:50:00,27,4,2017,0,50,23
"435","27/04/2017 23:40:00 ",100.188079834,99.626739502,457.826965332,852.5028686523,90.8020858765,72.4340286255,2017-04-27 23:40:00,27,4,2017,0,40,23
"436","27/04/2017 23:30:00 ",100.188079834,99.626739502,458.1163330078,852.5028686523,90.961807251,72.4340286255,2017-04-27 23:30:00,27,4,2017,0,30,23
"437","27/04/2017 23:20:00 ",100.2604141235,99.626739502,458.6950378418,852.2135620117,90.961807251,72.4340286255,2017-04-27 23:20:00,27,4,2017,0,20,23
"438","27/04/2017 23:10:00 ",100.188079834,99.626739502,459.563079834,852.5028686523,91.0416641235,72.59375,2017-04-27 23:10:00,27,4,2017,0,10,23
"439","27/04/2017 23:00:00 ",101.6348342896,103.220489502,447.9890136719,852.5028686523,91.0416641235,72.59375,2017-04-27 23:00:00,27,4,2017,0,0,23
"440","27/04/2017 22:50:00 ",107.204864502,108.0121536255,434.1001281738,852.7922363281,91.1215286255,72.673614502,2017-04-27 22:50:00,27,4,2017,0,50,22
"441","27/04/2017 22:40:00 ",113.7152786255,113.0034713745,420.2112121582,852.7922363281,91.201385498,72.7534713745,2017-04-27 22:40:00,27,4,2017,0,40,22
"442","27/04/2017 22:30:00 ",118.634262085,117.795135498,405.7436218262,853.6602783203,91.361114502,72.7534713745,2017-04-27 22:30:00,27,4,2017,0,30,22
"443","27/04/2017 22:20:00 ",123.625579834,122.7864608765,432.9427185059,849.609375,91.361114502,72.8333358765,2017-04-27 22:20:00,27,4,2017,0,20,22
"444","27/04/2017 22:10:00 ",126.5190963745,127.7777786255,419.0538330078,851.3454589844,91.4409713745,72.993057251,2017-04-27 22:10:00,27,4,2017,0,10,22
"445","27/04/2017 22:00:00 ",133.5358734131,132.7691040039,405.7436218262,851.3454589844,91.5208358765,73.0729141235,2017-04-27 22:00:00,27,4,2017,0,0,22
"446","27/04/2017 21:50:00 ",136.3570556641,137.7604217529,393.8802185059,851.6348266602,91.600692749,73.1527786255,2017-04-27 21:50:00,27,4,2017,0,50,21
"447","27/04/2017 21:40:00 ",140.118637085,142.951385498,378.2552185059,852.2135620117,91.7604141235,73.232635498,2017-04-27 21:40:00,27,4,2017,0,40,21
"448","27/04/2017 21:30:00 ",141.8547515869,147.9427032471,385.4890136719,816.6232910156,91.920135498,73.392364502,2017-04-27 21:30:00,27,4,2017,0,30,21
"449","27/04/2017 21:20:00 ",153.6458282471,153.133682251,447.1209411621,820.9635620117,92,73.5520858765,2017-04-27 21:20:00,27,4,2017,0,20,21
"450","27/04/2017 21:10:00 ",154.3692169189,158.524307251,443.0700378418,853.9496459961,92.1597213745,73.631942749,2017-04-27 21:10:00,27,4,2017,0,10,21
"451","27/04/2017 21:00:00 ",143.952545166,163.7152709961,426.8663330078,854.5283813477,92.2395858765,73.7916641235,2017-04-27 21:00:00,27,4,2017,0,0,21
"452","27/04/2017 20:50:00 ",159.2158508301,165.711807251,458.1163330078,851.0561523438,92.399307251,73.8715286255,2017-04-27 20:50:00,27,4,2017,0,50,20
"453","27/04/2017 20:40:00 ",158.5648193359,166.111114502,458.984375,850.766784668,92.5590286255,73.8715286255,2017-04-27 20:40:00,27,4,2017,0,40,20
"454","27/04/2017 20:30:00 ",155.092590332,161.1197967529,453.1973266602,850.766784668,92.71875,73.951385498,2017-04-27 20:30:00,27,4,2017,0,30,20
"455","27/04/2017 20:20:00 ",150.0289306641,149.140625,439.3084411621,851.0561523438,92.798614502,74.03125,2017-04-27 20:20:00,27,4,2017,0,20,20
"456","27/04/2017 20:10:00 ",152.7054443359,152.1354217529,425.998260498,850.766784668,92.9583358765,74.03125,2017-04-27 20:10:00,27,4,2017,0,10,20
"457","27/04/2017 20:00:00 ",143.8802032471,143.1510467529,412.3987121582,850.766784668,93.038192749,74.1909713745,2017-04-27 20:00:00,27,4,2017,0,0,20
"458","27/04/2017 19:50:00 ",126.2297439575,127.578125,402.8501281738,850.766784668,93.357635498,74.1909713745,2017-04-27 19:50:00,27,4,2017,0,50,19
"459","27/04/2017 19:40:00 ",131.076385498,130.173614502,385.1996459961,850.1880493164,93.357635498,74.2708358765,2017-04-27 19:40:00,27,4,2017,0,40,19
"460","27/04/2017 19:30:00 ",131.7997741699,133.1683959961,372.468170166,849.8987426758,93.357635498,74.2708358765,2017-04-27 19:30:00,27,4,2017,0,30,19
"461","27/04/2017 19:20:00 ",136.7910919189,135.9635467529,358.8686218262,849.8987426758,93.4375,74.350692749,2017-04-27 19:20:00,27,4,2017,0,20,19
"462","27/04/2017 19:10:00 ",139.3952484131,138.758682251,344.9797363281,850.766784668,93.517364502,74.350692749,2017-04-27 19:10:00,27,4,2017,0,10,19
"463","27/04/2017 19:00:00 ",120.9490737915,122.586807251,361.1834411621,800.9982910156,93.4375,74.350692749,2017-04-27 19:00:00,27,4,2017,0,0,19
"464","27/04/2017 18:50:00 ",126.157409668,127.578125,393.8802185059,818.9380493164,93.5972213745,74.350692749,2017-04-27 18:50:00,27,4,2017,0,50,18
"465","27/04/2017 18:40:00 ",131.0040435791,132.569442749,409.7945556641,852.5028686523,93.5972213745,74.350692749,2017-04-27 18:40:00,27,4,2017,0,40,18
"466","27/04/2017 18:30:00 ",136.6464080811,135.9635467529,458.1163330078,853.6602783203,93.517364502,74.430557251,2017-04-27 18:30:00,27,4,2017,0,30,18
"467","27/04/2017 18:20:00 ",136.71875,135.9635467529,458.1163330078,853.6602783203,93.357635498,74.430557251,2017-04-27 18:20:00,27,4,2017,0,20,18
"468","27/04/2017 18:10:00 ",136.71875,135.9635467529,458.984375,853.6602783203,93.836807251,74.5902786255,2017-04-27 18:10:00,27,4,2017,0,10,18
"469","27/04/2017 18:00:00 ",136.8634185791,138.5590209961,451.750579834,853.6602783203,93.517364502,74.5902786255,2017-04-27 18:00:00,27,4,2017,0,0,18
"470","27/04/2017 17:50:00 ",141.0590209961,143.5503540039,437.8616943359,852.7922363281,93.4375,74.670135498,2017-04-27 17:50:00,27,4,2017,0,50,17
"471","27/04/2017 17:40:00 ",149.4502258301,148.741317749,424.2621459961,853.0816040039,93.517364502,74.75,2017-04-27 17:40:00,27,4,2017,0,40,17
"472","27/04/2017 17:30:00 ",152.9947967529,153.9322967529,410.373260498,852.7922363281,93.756942749,74.829864502,2017-04-27 17:30:00,27,4,2017,0,30,17
"473","27/04/2017 17:20:00 ",153.2841491699,159.123260498,397.063079834,852.5028686523,93.756942749,74.9895858765,2017-04-27 17:20:00,27,4,2017,0,20,17
"474","27/04/2017 17:10:00 ",154.3692169189,164.513885498,379.4126281738,855.3964233398,94.15625,75.069442749,2017-04-27 17:10:00,27,4,2017,0,10,17
"475","27/04/2017 17:00:00 ",154.513885498,169.904510498,402.2714233398,857.1325073242,94.15625,75.069442749,2017-04-27 17:00:00,27,4,2017,0,0,17
"476","27/04/2017 16:50:00 ",158.709487915,171.701385498,458.984375,854.2390136719,94.15625,75.069442749,2017-04-27 16:50:00,27,4,2017,0,50,16
"477","27/04/2017 16:40:00 ",158.0584564209,158.923614502,458.984375,853.9496459961,94.3958358765,75.149307251,2017-04-27 16:40:00,27,4,2017,0,40,16
"478","27/04/2017 16:30:00 ",149.0885467529,148.5416717529,453.4866943359,853.6602783203,94.3958358765,75.069442749,2017-04-27 16:30:00,27,4,2017,0,30,16
"479","27/04/2017 16:20:00 ",131.7997741699,133.1683959961,439.3084411621,853.6602783203,94.3958358765,75.069442749,2017-04-27 16:20:00,27,4,2017,0,20,16
"480","27/04/2017 16:10:00 ",134.6209564209,135.9635467529,424.8408508301,853.0816040039,94.3958358765,75.069442749,2017-04-27 16:10:00,27,4,2017,0,10,16
"481","27/04/2017 16:00:00 ",139.3952484131,138.758682251,411.2413330078,853.0816040039,93.9166641235,75.069442749,2017-04-27 16:00:00,27,4,2017,0,0,16
"482","27/04/2017 15:50:00 ",118.634262085,117.9947891235,397.3524169922,853.0816040039,93.9965286255,75.149307251,2017-04-27 15:50:00,27,4,2017,0,50,15
"483","27/04/2017 15:40:00 ",82.826965332,83.654510498,383.7528991699,852.7922363281,94.15625,75.2291641235,2017-04-27 15:40:00,27,4,2017,0,40,15
"484","27/04/2017 15:30:00 ",86.5885391235,86.0503463745,369.2853088379,852.5028686523,94.15625,75.388885498,2017-04-27 15:30:00,27,4,2017,0,30,15
"485","27/04/2017 15:20:00 ",77.039932251,81.0590286255,354.8177185059,852.5028686523,94.236114502,75.388885498,2017-04-27 15:20:00,27,4,2017,0,20,15
"486","27/04/2017 15:10:00 ",35.8796310425,35.3385429382,347.2945556641,855.6857910156,93.9965286255,75.388885498,2017-04-27 15:10:00,27,4,2017,0,10,15
"487","27/04/2017 15:00:00 ",35.8796310425,35.3385429382,388.093170166,854.2390136719,94.15625,75.46875,2017-04-27 15:00:00,27,4,2017,0,0,15
"488","27/04/2017 14:50:00 ",35.8072929382,35.3385429382,387.8038330078,854.2390136719,94.236114502,75.46875,2017-04-27 14:50:00,27,4,2017,0,50,14
"489","27/04/2017 14:40:00 ",35.734954834,35.1388893127,387.2251281738,853.9496459961,93.9965286255,75.388885498,2017-04-27 14:40:00,27,4,2017,0,40,14
"490","27/04/2017 14:30:00 ",35.734954834,35.1388893127,386.6464233398,853.6602783203,93.5972213745,75.388885498,2017-04-27 14:30:00,27,4,2017,0,30,14
"491","27/04/2017 14:20:00 ",35.5902786255,35.1388893127,386.6464233398,853.6602783203,93.357635498,75.388885498,2017-04-27 14:20:00,27,4,2017,0,20,14
"492","27/04/2017 14:10:00 ",35.5902786255,35.1388893127,385.7783508301,853.6602783203,93.4375,75.388885498,2017-04-27 14:10:00,27,4,2017,0,10,14
"493","27/04/2017 14:00:00 ",35.5179405212,34.9392356873,385.1996459961,853.0816040039,93.357635498,75.2291641235,2017-04-27 14:00:00,27,4,2017,0,0,14
"494","27/04/2017 13:50:00 ",35.445602417,34.9392356873,384.9103088379,853.0816040039,93.1979141235,75.149307251,2017-04-27 13:50:00,27,4,2017,0,50,13
"495","27/04/2017 13:40:00 ",35.445602417,34.9392356873,419.6325378418,829.9334716797,92.9583358765,75.069442749,2017-04-27 13:40:00,27,4,2017,0,40,13
"496","27/04/2017 13:30:00 ",35.3732643127,34.9392356873,419.0538330078,853.6602783203,93.038192749,74.829864502,2017-04-27 13:30:00,27,4,2017,0,30,13
"497","27/04/2017 13:20:00 ",35.2285881042,34.7395820618,418.764465332,853.9496459961,92.798614502,74.75,2017-04-27 13:20:00,27,4,2017,0,20,13
"498","27/04/2017 13:10:00 ",35.15625,34.7395820618,418.4751281738,853.6602783203,92.399307251,74.5902786255,2017-04-27 13:10:00,27,4,2017,0,10,13
"499","27/04/2017 13:00:00 ",35.15625,34.7395820618,418.185760498,853.6602783203,92.2395858765,74.350692749,2017-04-27 13:00:00,27,4,2017,0,0,13
"500","27/04/2017 12:50:00 ",35.0839118958,34.7395820618,418.185760498,853.6602783203,92.1597213745,74.350692749,2017-04-27 12:50:00,27,4,2017,0,50,12
"501","27/04/2017 12:40:00 ",35.0115737915,34.3402786255,417.3177185059,853.6602783203,92.399307251,74.2708358765,2017-04-27 12:40:00,27,4,2017,0,40,12
"502","27/04/2017 12:30:00 ",35.0115737915,34.3402786255,417.0283508301,853.6602783203,92.319442749,73.951385498,2017-04-27 12:30:00,27,4,2017,0,30,12
"503","27/04/2017 12:20:00 ",34.866897583,34.3402786255,417.0283508301,853.6602783203,91.8402786255,73.631942749,2017-04-27 12:20:00,27,4,2017,0,20,12
"504","27/04/2017 12:10:00 ",35.3732643127,34.7395820618,414.7135314941,853.6602783203,92,73.7916641235,2017-04-27 12:10:00,27,4,2017,0,10,12
"505","27/04/2017 12:00:00 ",33.9265060425,38.133682251,449.1464233398,851.3454589844,92.1597213745,73.5520858765,2017-04-27 12:00:00,27,4,2017,0,0,12
"506","27/04/2017 11:50:00 ",42.4623832703,41.9270820618,436.125579834,851.3454589844,92,73.392364502,2017-04-27 11:50:00,27,4,2017,0,50,11
"507","27/04/2017 11:40:00 ",46.585647583,45.9201393127,421.9473266602,851.3454589844,91.920135498,73.0729141235,2017-04-27 11:40:00,27,4,2017,0,40,11
"508","27/04/2017 11:30:00 ",50.9982643127,50.3125,408.3478088379,851.6348266602,91.5208358765,72.7534713745,2017-04-27 11:30:00,27,4,2017,0,30,11
